Year,Ethnicity,Education,rural_urban_class,Gender.Code,Region,measure1,measure2,attr,source,agr_by,overall_value
1998,Black American,666,Small-medium metro,All genders,United States,YLL,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,768515.592256254
1998,Black American,666,Small-medium metro,All genders,United States,YLL,"crude rate per 100,000",overall,National Vital Statistics System,nation,986933.428561277
1998,Black American,666,Non metro,All genders,United States,Deaths,absolute number,overall,National Vital Statistics System,nation,330
1998,Black American,666,Non metro,All genders,United States,Deaths,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,132.308035183383
1998,Black American,666,Non metro,All genders,United States,Deaths,"crude rate per 100,000",overall,National Vital Statistics System,nation,185.470619154988
1998,Black American,666,Non metro,All genders,United States,YLL,absolute number,overall,National Vital Statistics System,nation,8410.862796653
1998,Black American,666,Non metro,All genders,United States,YLL,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,3265.61561214328
1998,Black American,666,Non metro,All genders,United States,YLL,"crude rate per 100,000",overall,National Vital Statistics System,nation,4727.17554703906
1998,Black American,666,All,All genders,United States,Deaths,absolute number,overall,National Vital Statistics System,nation,259250
1998,Black American,666,All,All genders,United States,Deaths,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,1082.99728467152
1998,Black American,666,All,All genders,United States,Deaths,"crude rate per 100,000",overall,National Vital Statistics System,nation,1287.26872609801
1998,Black American,666,All,All genders,United States,YLL,absolute number,overall,National Vital Statistics System,nation,6842978.29002257
1998,Black American,666,All,All genders,United States,YLL,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,25620.561441803
1998,Black American,666,All,All genders,United States,YLL,"crude rate per 100,000",overall,National Vital Statistics System,nation,33977.828143158
1998,White,666,Large metro,All genders,United States,Deaths,absolute number,overall,National Vital Statistics System,nation,919950
1998,White,666,Large metro,All genders,United States,Deaths,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,60917.9349604631
1998,White,666,Large metro,All genders,United States,Deaths,"crude rate per 100,000",overall,National Vital Statistics System,nation,92988.8860385584
1998,White,666,Large metro,All genders,United States,YLL,absolute number,overall,National Vital Statistics System,nation,18370427.905866
1998,White,666,Large metro,All genders,United States,YLL,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,1198991.95777374
1998,White,666,Large metro,All genders,United States,YLL,"crude rate per 100,000",overall,National Vital Statistics System,nation,1856889.64293508
1998,White,666,Small-medium metro,All genders,United States,Deaths,absolute number,overall,National Vital Statistics System,nation,390119
1998,White,666,Small-medium metro,All genders,United States,Deaths,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,25220.8671044696
1998,White,666,Small-medium metro,All genders,United States,Deaths,"crude rate per 100,000",overall,National Vital Statistics System,nation,41953.9340296327
1998,White,666,Small-medium metro,All genders,United States,YLL,absolute number,overall,National Vital Statistics System,nation,7752827.58186179
1998,White,666,Small-medium metro,All genders,United States,YLL,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,508847.106241621
1998,White,666,Small-medium metro,All genders,United States,YLL,"crude rate per 100,000",overall,National Vital Statistics System,nation,833749.745366276
1998,White,666,Non metro,All genders,United States,Deaths,absolute number,overall,National Vital Statistics System,nation,8842
1998,White,666,Non metro,All genders,United States,Deaths,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,285.235698740227
1998,White,666,Non metro,All genders,United States,Deaths,"crude rate per 100,000",overall,National Vital Statistics System,nation,516.584816392357
1998,White,666,Non metro,All genders,United States,YLL,absolute number,overall,National Vital Statistics System,nation,172213.159418178
1998,White,666,Non metro,All genders,United States,YLL,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,5837.05518943904
1998,White,666,Non metro,All genders,United States,YLL,"crude rate per 100,000",overall,National Vital Statistics System,nation,10061.3778939592
1998,White,666,All,All genders,United States,Deaths,absolute number,overall,National Vital Statistics System,nation,1965576
1998,White,666,All,All genders,United States,Deaths,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,826.098599687724
1998,White,666,All,All genders,United States,Deaths,"crude rate per 100,000",overall,National Vital Statistics System,nation,1310.16351694894
1998,White,666,All,All genders,United States,YLL,absolute number,overall,National Vital Statistics System,nation,39142046.1630718
1998,White,666,All,All genders,United States,YLL,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,16591.940085463
1998,White,666,All,All genders,United States,YLL,"crude rate per 100,000",overall,National Vital Statistics System,nation,26090.3067912856
1999,"All, All Origins",666,Large metro,All genders,United States,Deaths,absolute number,overall,National Vital Statistics System,nation,1233614
1999,"All, All Origins",666,Large metro,All genders,United States,Deaths,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,72613.6429676682
1999,"All, All Origins",666,Large metro,All genders,United States,Deaths,"crude rate per 100,000",overall,National Vital Statistics System,nation,107889.517365678
1999,"All, All Origins",666,Large metro,All genders,United States,YLL,absolute number,overall,National Vital Statistics System,nation,25794190.716345
1999,"All, All Origins",666,Large metro,All genders,United States,YLL,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,1485508.2408706
1999,"All, All Origins",666,Large metro,All genders,United States,YLL,"crude rate per 100,000",overall,National Vital Statistics System,nation,2255910.50946627
1999,"All, All Origins",666,Small-medium metro,All genders,United States,Deaths,absolute number,overall,National Vital Statistics System,nation,692896
1999,"All, All Origins",666,Small-medium metro,All genders,United States,Deaths,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,39733.1978884047
1999,"All, All Origins",666,Small-medium metro,All genders,United States,Deaths,"crude rate per 100,000",overall,National Vital Statistics System,nation,62863.4076821524
1999,"All, All Origins",666,Small-medium metro,All genders,United States,YLL,absolute number,overall,National Vital Statistics System,nation,14163322.599306
1999,"All, All Origins",666,Small-medium metro,All genders,United States,YLL,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,813140.49607767
1999,"All, All Origins",666,Small-medium metro,All genders,United States,YLL,"crude rate per 100,000",overall,National Vital Statistics System,nation,1284975.98874003
1999,"All, All Origins",666,Non metro,All genders,United States,Deaths,absolute number,overall,National Vital Statistics System,nation,393083
1999,"All, All Origins",666,Non metro,All genders,United States,Deaths,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,11464.7471167133
1999,"All, All Origins",666,Non metro,All genders,United States,Deaths,"crude rate per 100,000",overall,National Vital Statistics System,nation,20079.8502266015
1999,"All, All Origins",666,Non metro,All genders,United States,YLL,absolute number,overall,National Vital Statistics System,nation,7799923.55316516
1999,"All, All Origins",666,Non metro,All genders,United States,YLL,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,237433.915349596
1999,"All, All Origins",666,Non metro,All genders,United States,YLL,"crude rate per 100,000",overall,National Vital Statistics System,nation,398443.322978856
1999,"All, All Origins",666,All,All genders,United States,Deaths,absolute number,overall,National Vital Statistics System,nation,2319606
1999,"All, All Origins",666,All,All genders,United States,Deaths,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,849.871804390633
1999,"All, All Origins",666,All,All genders,United States,Deaths,"crude rate per 100,000",overall,National Vital Statistics System,nation,1285.75014000567
1999,"All, All Origins",666,All,All genders,United States,YLL,absolute number,overall,National Vital Statistics System,nation,47757706.5533732
1999,"All, All Origins",666,All,All genders,United States,YLL,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,17378.0967091037
1999,"All, All Origins",666,All,All genders,United States,YLL,"crude rate per 100,000",overall,National Vital Statistics System,nation,26471.943031424
1999,American Indian or Alaska Native,666,Large metro,All genders,United States,Deaths,absolute number,overall,National Vital Statistics System,nation,2571
1999,American Indian or Alaska Native,666,Large metro,All genders,United States,Deaths,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,22691.28592859
1999,American Indian or Alaska Native,666,Large metro,All genders,United States,Deaths,"crude rate per 100,000",overall,National Vital Statistics System,nation,21457.2374801888
1999,American Indian or Alaska Native,666,Large metro,All genders,United States,YLL,absolute number,overall,National Vital Statistics System,nation,76577.395344485
1999,American Indian or Alaska Native,666,Large metro,All genders,United States,YLL,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,528596.952626779
1999,American Indian or Alaska Native,666,Large metro,All genders,United States,YLL,"crude rate per 100,000",overall,National Vital Statistics System,nation,639105.156562005
1999,American Indian or Alaska Native,666,Small-medium metro,All genders,United States,Deaths,absolute number,overall,National Vital Statistics System,nation,3167
1999,American Indian or Alaska Native,666,Small-medium metro,All genders,United States,Deaths,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,8139.57900646447
1999,American Indian or Alaska Native,666,Small-medium metro,All genders,United States,Deaths,"crude rate per 100,000",overall,National Vital Statistics System,nation,10179.2001727693
1999,American Indian or Alaska Native,666,Small-medium metro,All genders,United States,YLL,absolute number,overall,National Vital Statistics System,nation,93264.820128263
1999,American Indian or Alaska Native,666,Small-medium metro,All genders,United States,YLL,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,213757.9202843
1999,American Indian or Alaska Native,666,Small-medium metro,All genders,United States,YLL,"crude rate per 100,000",overall,National Vital Statistics System,nation,299766.742394352
1999,American Indian or Alaska Native,666,Non metro,All genders,United States,Deaths,absolute number,overall,National Vital Statistics System,nation,4498
1999,American Indian or Alaska Native,666,Non metro,All genders,United States,Deaths,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,13946.0853808121
1999,American Indian or Alaska Native,666,Non metro,All genders,United States,Deaths,"crude rate per 100,000",overall,National Vital Statistics System,nation,15641.0138282905
1999,American Indian or Alaska Native,666,Non metro,All genders,United States,YLL,absolute number,overall,National Vital Statistics System,nation,126428.356330732
1999,American Indian or Alaska Native,666,Non metro,All genders,United States,YLL,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,332302.298844545
1999,American Indian or Alaska Native,666,Non metro,All genders,United States,YLL,"crude rate per 100,000",overall,National Vital Statistics System,nation,439632.652213654
1999,American Indian or Alaska Native,666,All,All genders,United States,Deaths,absolute number,overall,National Vital Statistics System,nation,10241
1999,American Indian or Alaska Native,666,All,All genders,United States,Deaths,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,751.288545913078
1999,American Indian or Alaska Native,666,All,All genders,United States,Deaths,"crude rate per 100,000",overall,National Vital Statistics System,nation,679.964517816784
1999,American Indian or Alaska Native,666,All,All genders,United States,YLL,absolute number,overall,National Vital Statistics System,nation,296369.55919597
1999,American Indian or Alaska Native,666,All,All genders,United States,YLL,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,16921.2381820736
1999,American Indian or Alaska Native,666,All,All genders,United States,YLL,"crude rate per 100,000",overall,National Vital Statistics System,nation,19677.8424386545
1999,Asian or Pacific Islander,666,Large metro,All genders,United States,Deaths,absolute number,overall,National Vital Statistics System,nation,22647
1999,Asian or Pacific Islander,666,Large metro,All genders,United States,Deaths,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,202370.564459026
1999,Asian or Pacific Islander,666,Large metro,All genders,United States,Deaths,"crude rate per 100,000",overall,National Vital Statistics System,nation,133471.120760636
1999,Asian or Pacific Islander,666,Large metro,All genders,United States,YLL,absolute number,overall,National Vital Statistics System,nation,534801.815719705
1999,Asian or Pacific Islander,666,Large metro,All genders,United States,YLL,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,3499975.92981544
1999,Asian or Pacific Islander,666,Large metro,All genders,United States,YLL,"crude rate per 100,000",overall,National Vital Statistics System,nation,3151878.73576775
1999,Asian or Pacific Islander,666,Small-medium metro,All genders,United States,Deaths,absolute number,overall,National Vital Statistics System,nation,7680
1999,Asian or Pacific Islander,666,Small-medium metro,All genders,United States,Deaths,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,77765.1204709783
1999,Asian or Pacific Islander,666,Small-medium metro,All genders,United States,Deaths,"crude rate per 100,000",overall,National Vital Statistics System,nation,50156.6740993746
1999,Asian or Pacific Islander,666,Small-medium metro,All genders,United States,YLL,absolute number,overall,National Vital Statistics System,nation,173768.625876582
1999,Asian or Pacific Islander,666,Small-medium metro,All genders,United States,YLL,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,1296944.49364183
1999,Asian or Pacific Islander,666,Small-medium metro,All genders,United States,YLL,"crude rate per 100,000",overall,National Vital Statistics System,nation,1134851.08551925
1999,Asian or Pacific Islander,666,Non metro,All genders,United States,Deaths,absolute number,overall,National Vital Statistics System,nation,1471
1999,Asian or Pacific Islander,666,Non metro,All genders,United States,Deaths,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,9783.89893975015
1999,Asian or Pacific Islander,666,Non metro,All genders,United States,Deaths,"crude rate per 100,000",overall,National Vital Statistics System,nation,6043.73515142832
1999,Asian or Pacific Islander,666,Non metro,All genders,United States,YLL,absolute number,overall,National Vital Statistics System,nation,33840.693509608
1999,Asian or Pacific Islander,666,Non metro,All genders,United States,YLL,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,166322.47154392
1999,Asian or Pacific Islander,666,Non metro,All genders,United States,YLL,"crude rate per 100,000",overall,National Vital Statistics System,nation,139037.517955629
1999,Asian or Pacific Islander,666,All,All genders,United States,Deaths,absolute number,overall,National Vital Statistics System,nation,31798
1999,Asian or Pacific Islander,666,All,All genders,United States,Deaths,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,503.709233101881
1999,Asian or Pacific Islander,666,All,All genders,United States,Deaths,"crude rate per 100,000",overall,National Vital Statistics System,nation,448.303101282411
1999,Asian or Pacific Islander,666,All,All genders,United States,YLL,absolute number,overall,National Vital Statistics System,nation,742411.135105895
1999,Asian or Pacific Islander,666,All,All genders,United States,YLL,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,9540.48648359113
1999,Asian or Pacific Islander,666,All,All genders,United States,YLL,"crude rate per 100,000",overall,National Vital Statistics System,nation,10466.8600004581
1999,Black American,666,Large metro,All genders,United States,Deaths,absolute number,overall,National Vital Statistics System,nation,172531
1999,Black American,666,Large metro,All genders,United States,Deaths,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,136300.313706928
1999,Black American,666,Large metro,All genders,United States,Deaths,"crude rate per 100,000",overall,National Vital Statistics System,nation,171221.346268331
1999,Black American,666,Large metro,All genders,United States,YLL,absolute number,overall,National Vital Statistics System,nation,4613156.62871611
1999,Black American,666,Large metro,All genders,United States,YLL,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,3366496.01191003
1999,Black American,666,Large metro,All genders,United States,YLL,"crude rate per 100,000",overall,National Vital Statistics System,nation,4578138.93454191
1999,Black American,666,Small-medium metro,All genders,United States,Deaths,absolute number,overall,National Vital Statistics System,nation,62337
1999,Black American,666,Small-medium metro,All genders,United States,Deaths,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,49029.9966930904
1999,Black American,666,Small-medium metro,All genders,United States,Deaths,"crude rate per 100,000",overall,National Vital Statistics System,nation,54511.6091742186
1999,Black American,666,Small-medium metro,All genders,United States,YLL,absolute number,overall,National Vital Statistics System,nation,1591267.69010854
1999,Black American,666,Small-medium metro,All genders,United States,YLL,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,1101302.77817042
1999,Black American,666,Small-medium metro,All genders,United States,YLL,"crude rate per 100,000",overall,National Vital Statistics System,nation,1391510.05686444
1999,Black American,666,Non metro,All genders,United States,Deaths,absolute number,overall,National Vital Statistics System,nation,31131
1999,Black American,666,Non metro,All genders,United States,Deaths,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,12359.2606554144
1999,Black American,666,Non metro,All genders,United States,Deaths,"crude rate per 100,000",overall,National Vital Statistics System,nation,17264.351176986
1999,Black American,666,Non metro,All genders,United States,YLL,absolute number,overall,National Vital Statistics System,nation,748755.154844978
1999,Black American,666,Non metro,All genders,United States,YLL,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,288873.033253562
1999,Black American,666,Non metro,All genders,United States,YLL,"crude rate per 100,000",overall,National Vital Statistics System,nation,415237.92807241
1999,Black American,666,All,All genders,United States,Deaths,absolute number,overall,National Vital Statistics System,nation,265999
1999,Black American,666,All,All genders,United States,Deaths,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,1091.97080485221
1999,Black American,666,All,All genders,United States,Deaths,"crude rate per 100,000",overall,National Vital Statistics System,nation,1297.32473076997
1999,Black American,666,All,All genders,United States,YLL,absolute number,overall,National Vital Statistics System,nation,6953179.47366963
1999,Black American,666,All,All genders,United States,YLL,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,25563.1747146081
1999,Black American,666,All,All genders,United States,YLL,"crude rate per 100,000",overall,National Vital Statistics System,nation,33911.9007540394
1999,White,666,Large metro,All genders,United States,Deaths,absolute number,overall,National Vital Statistics System,nation,1035796
1999,White,666,Large metro,All genders,United States,Deaths,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,67205.4321330189
1999,White,666,Large metro,All genders,United States,Deaths,"crude rate per 100,000",overall,National Vital Statistics System,nation,103296.653684116
1999,White,666,Large metro,All genders,United States,YLL,absolute number,overall,National Vital Statistics System,nation,20567719.2371419
1999,White,666,Large metro,All genders,United States,YLL,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,1318533.83560169
1999,White,666,Large metro,All genders,United States,YLL,"crude rate per 100,000",overall,National Vital Statistics System,nation,2051153.48110166
1999,White,666,Small-medium metro,All genders,United States,Deaths,absolute number,overall,National Vital Statistics System,nation,619689
1999,White,666,Small-medium metro,All genders,United States,Deaths,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,39396.6112817
1999,White,666,Small-medium metro,All genders,United States,Deaths,"crude rate per 100,000",overall,National Vital Statistics System,nation,65859.6768280662
1999,White,666,Small-medium metro,All genders,United States,YLL,absolute number,overall,National Vital Statistics System,nation,12304250.0455193
1999,White,666,Small-medium metro,All genders,United States,YLL,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,796119.667344758
1999,White,666,Small-medium metro,All genders,United States,YLL,"crude rate per 100,000",overall,National Vital Statistics System,nation,1307678.41870619
1999,White,666,Non metro,All genders,United States,Deaths,absolute number,overall,National Vital Statistics System,nation,355982
1999,White,666,Non metro,All genders,United States,Deaths,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,11354.4928971764
1999,White,666,Non metro,All genders,United States,Deaths,"crude rate per 100,000",overall,National Vital Statistics System,nation,20666.2332654317
1999,White,666,Non metro,All genders,United States,YLL,absolute number,overall,National Vital Statistics System,nation,6890859.71374197
1999,White,666,Non metro,All genders,United States,YLL,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,231540.387640776
1999,White,666,Non metro,All genders,United States,YLL,"crude rate per 100,000",overall,National Vital Statistics System,nation,400043.019713236
1999,White,666,All,All genders,United States,Deaths,absolute number,overall,National Vital Statistics System,nation,2011475
1999,White,666,All,All genders,United States,Deaths,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,831.90365343783
1999,White,666,All,All genders,United States,Deaths,"crude rate per 100,000",overall,National Vital Statistics System,nation,1329.40829934901
1999,White,666,All,All genders,United States,YLL,absolute number,overall,National Vital Statistics System,nation,39762999.6935678
1999,White,666,All,All genders,United States,YLL,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,16631.2438732182
1999,White,666,All,All genders,United States,YLL,"crude rate per 100,000",overall,National Vital Statistics System,nation,26279.8502589598
2000,"All, All Origins",666,Large metro,All genders,United States,Deaths,absolute number,overall,National Vital Statistics System,nation,1236380
2000,"All, All Origins",666,Large metro,All genders,United States,Deaths,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,856.393565521425
2000,"All, All Origins",666,Large metro,All genders,United States,Deaths,"crude rate per 100,000",overall,National Vital Statistics System,nation,1274.67361734491
2000,"All, All Origins",666,Large metro,All genders,United States,YLL,absolute number,overall,National Vital Statistics System,nation,25826923.0251657
2000,"All, All Origins",666,Large metro,All genders,United States,YLL,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,17675.9477219505
2000,"All, All Origins",666,Large metro,All genders,United States,YLL,"crude rate per 100,000",overall,National Vital Statistics System,nation,26626.8440102368
2000,"All, All Origins",666,Small-medium metro,All genders,United States,Deaths,absolute number,overall,National Vital Statistics System,nation,701433
2000,"All, All Origins",666,Small-medium metro,All genders,United States,Deaths,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,868.342707438331
2000,"All, All Origins",666,Small-medium metro,All genders,United States,Deaths,"crude rate per 100,000",overall,National Vital Statistics System,nation,1404.96619967392
2000,"All, All Origins",666,Small-medium metro,All genders,United States,YLL,absolute number,overall,National Vital Statistics System,nation,14335275.0876001
2000,"All, All Origins",666,Small-medium metro,All genders,United States,YLL,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,17926.6402412996
2000,"All, All Origins",666,Small-medium metro,All genders,United States,YLL,"crude rate per 100,000",overall,National Vital Statistics System,nation,28713.4722220165
2000,"All, All Origins",666,Non metro,All genders,United States,Deaths,absolute number,overall,National Vital Statistics System,nation,393448
2000,"All, All Origins",666,Non metro,All genders,United States,Deaths,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,900.67862317031
2000,"All, All Origins",666,Non metro,All genders,United States,Deaths,"crude rate per 100,000",overall,National Vital Statistics System,nation,1615.28949792918
2000,"All, All Origins",666,Non metro,All genders,United States,YLL,absolute number,overall,National Vital Statistics System,nation,7810612.12048425
2000,"All, All Origins",666,Non metro,All genders,United States,YLL,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,18777.3016425426
2000,"All, All Origins",666,Non metro,All genders,United States,YLL,"crude rate per 100,000",overall,National Vital Statistics System,nation,32066.2444099768
2000,"All, All Origins",666,All,All genders,United States,Deaths,absolute number,overall,National Vital Statistics System,nation,2331261
2000,"All, All Origins",666,All,All genders,United States,Deaths,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,839.793632053874
2000,"All, All Origins",666,All,All genders,United States,Deaths,"crude rate per 100,000",overall,National Vital Statistics System,nation,1277.60666865171
2000,"All, All Origins",666,All,All genders,United States,YLL,absolute number,overall,National Vital Statistics System,nation,47972810.23325
2000,"All, All Origins",666,All,All genders,United States,YLL,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,17188.8924277818
2000,"All, All Origins",666,All,All genders,United States,YLL,"crude rate per 100,000",overall,National Vital Statistics System,nation,26290.6565450901
2000,American Indian or Alaska Native,666,Large metro,All genders,United States,Deaths,absolute number,overall,National Vital Statistics System,nation,2653
2000,American Indian or Alaska Native,666,Large metro,All genders,United States,Deaths,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,619.145117942647
2000,American Indian or Alaska Native,666,Large metro,All genders,United States,Deaths,"crude rate per 100,000",overall,National Vital Statistics System,nation,530.837815341273
2000,American Indian or Alaska Native,666,Large metro,All genders,United States,YLL,absolute number,overall,National Vital Statistics System,nation,77285.256000969
2000,American Indian or Alaska Native,666,Large metro,All genders,United States,YLL,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,13833.1308063587
2000,American Indian or Alaska Native,666,Large metro,All genders,United States,YLL,"crude rate per 100,000",overall,National Vital Statistics System,nation,15463.9790628139
2000,American Indian or Alaska Native,666,Small-medium metro,All genders,United States,Deaths,absolute number,overall,National Vital Statistics System,nation,3309
2000,American Indian or Alaska Native,666,Small-medium metro,All genders,United States,Deaths,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,790.548476861273
2000,American Indian or Alaska Native,666,Small-medium metro,All genders,United States,Deaths,"crude rate per 100,000",overall,National Vital Statistics System,nation,765.15924052916
2000,American Indian or Alaska Native,666,Small-medium metro,All genders,United States,YLL,absolute number,overall,National Vital Statistics System,nation,96193.654258323
2000,American Indian or Alaska Native,666,Small-medium metro,All genders,United States,YLL,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,18271.3965723905
2000,American Indian or Alaska Native,666,Small-medium metro,All genders,United States,YLL,"crude rate per 100,000",overall,National Vital Statistics System,nation,22243.4159673687
2000,American Indian or Alaska Native,666,Non metro,All genders,United States,Deaths,absolute number,overall,National Vital Statistics System,nation,4352
2000,American Indian or Alaska Native,666,Non metro,All genders,United States,Deaths,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,960.59587863373
2000,American Indian or Alaska Native,666,Non metro,All genders,United States,Deaths,"crude rate per 100,000",overall,National Vital Statistics System,nation,1047.10026369988
2000,American Indian or Alaska Native,666,Non metro,All genders,United States,YLL,absolute number,overall,National Vital Statistics System,nation,124295.142700866
2000,American Indian or Alaska Native,666,Non metro,All genders,United States,YLL,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,22881.4069473381
2000,American Indian or Alaska Native,666,Non metro,All genders,United States,YLL,"crude rate per 100,000",overall,National Vital Statistics System,nation,29905.6701973096
2000,American Indian or Alaska Native,666,All,All genders,United States,Deaths,absolute number,overall,National Vital Statistics System,nation,10314
2000,American Indian or Alaska Native,666,All,All genders,United States,Deaths,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,683.235260599907
2000,American Indian or Alaska Native,666,All,All genders,United States,Deaths,"crude rate per 100,000",overall,National Vital Statistics System,nation,644.527515213324
2000,American Indian or Alaska Native,666,All,All genders,United States,YLL,absolute number,overall,National Vital Statistics System,nation,297774.052960158
2000,American Indian or Alaska Native,666,All,All genders,United States,YLL,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,15609.436290842
2000,American Indian or Alaska Native,666,All,All genders,United States,YLL,"crude rate per 100,000",overall,National Vital Statistics System,nation,18608.063840354
2000,Asian or Pacific Islander,666,Large metro,All genders,United States,Deaths,absolute number,overall,National Vital Statistics System,nation,23628
2000,Asian or Pacific Islander,666,Large metro,All genders,United States,Deaths,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,494.144075117606
2000,Asian or Pacific Islander,666,Large metro,All genders,United States,Deaths,"crude rate per 100,000",overall,National Vital Statistics System,nation,429.94192108415
2000,Asian or Pacific Islander,666,Large metro,All genders,United States,YLL,absolute number,overall,National Vital Statistics System,nation,557252.41022108
2000,Asian or Pacific Islander,666,Large metro,All genders,United States,YLL,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,9340.22890678871
2000,Asian or Pacific Islander,666,Large metro,All genders,United States,YLL,"crude rate per 100,000",overall,National Vital Statistics System,nation,10139.9260106325
2000,Asian or Pacific Islander,666,Small-medium metro,All genders,United States,Deaths,absolute number,overall,National Vital Statistics System,nation,7891
2000,Asian or Pacific Islander,666,Small-medium metro,All genders,United States,Deaths,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,593.02199705777
2000,Asian or Pacific Islander,666,Small-medium metro,All genders,United States,Deaths,"crude rate per 100,000",overall,National Vital Statistics System,nation,665.320455800581
2000,Asian or Pacific Islander,666,Small-medium metro,All genders,United States,YLL,absolute number,overall,National Vital Statistics System,nation,175892.030860623
2000,Asian or Pacific Islander,666,Small-medium metro,All genders,United States,YLL,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,11659.1814367321
2000,Asian or Pacific Islander,666,Small-medium metro,All genders,United States,YLL,"crude rate per 100,000",overall,National Vital Statistics System,nation,14830.1313070434
2000,Asian or Pacific Islander,666,Non metro,All genders,United States,Deaths,absolute number,overall,National Vital Statistics System,nation,1372
2000,Asian or Pacific Islander,666,Non metro,All genders,United States,Deaths,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,622.182308963825
2000,Asian or Pacific Islander,666,Non metro,All genders,United States,Deaths,"crude rate per 100,000",overall,National Vital Statistics System,nation,762.031714293649
2000,Asian or Pacific Islander,666,Non metro,All genders,United States,YLL,absolute number,overall,National Vital Statistics System,nation,30800.288146758
2000,Asian or Pacific Islander,666,Non metro,All genders,United States,YLL,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,12618.0782880029
