...1,...2,Year,Gender.Code,Ethnicity,svi_bin,rural_urban_class,attr,Education,source,svi_bin1,svi_bin2,svi_bin3,svi_bin4,scenario,method,measure1,measure2,Region,mean,lower,upper,min_age,max_age,measure3,agr_by
,,1996,All genders,American Indian or Alaska Native,All,All,attributable,666,National Vital Statistics System,All,Middle HC,All,All,real,di_gee,Deaths,"age-adjusted rate per 100,000",United States,25.0014491039273,15.0008694623564,35.0020287454982,65,150,value,nation
,,1996,All genders,American Indian or Alaska Native,All,All,attributable,666,National Vital Statistics System,All,Middle HC,All,All,real,di_gee_white,Deaths,absolute number,United States,38.4739455729103,36.6418529265813,39.695340670463,65,150,value,nation
,,1996,All genders,American Indian or Alaska Native,All,All,attributable,666,National Vital Statistics System,All,Middle HC,All,All,real,di_gee_white,Deaths,"age-adjusted rate per 100,000",United States,15.7509129354742,15.0008694623564,16.2509419175527,65,150,value,nation
,,1996,All genders,American Indian or Alaska Native,All,All,attributable,666,National Vital Statistics System,All,Low HC,All,All,real,di_gee,Deaths,absolute number,United States,114.353982132569,68.6123892795415,160.095574985597,65,150,value,nation
,,1996,All genders,American Indian or Alaska Native,All,All,attributable,666,National Vital Statistics System,All,Low HC,All,All,real,di_gee,Deaths,"age-adjusted rate per 100,000",United States,23.1423038927463,13.8853823356478,32.3992254498448,65,150,value,nation
,,1996,All genders,American Indian or Alaska Native,All,All,attributable,666,National Vital Statistics System,All,Low HC,All,All,real,di_gee_white,Deaths,absolute number,United States,72.0430087435184,68.6123892795415,74.3300883861698,65,150,value,nation
,,1996,All genders,American Indian or Alaska Native,All,All,attributable,666,National Vital Statistics System,All,Low HC,All,All,real,di_gee_white,Deaths,"age-adjusted rate per 100,000",United States,14.5796514524302,13.8853823356478,15.0424975302851,65,150,value,nation
,,1996,All genders,American Indian or Alaska Native,All,All,attributable,666,National Vital Statistics System,All,All,High MS,All,real,di_gee,Deaths,absolute number,United States,11.4024849138285,6.84149094829708,15.9634788793598,65,150,value,nation
,,1996,All genders,American Indian or Alaska Native,All,All,attributable,666,National Vital Statistics System,All,All,High MS,All,real,di_gee,Deaths,"age-adjusted rate per 100,000",United States,22.2760213149486,13.3656127889692,31.1864298409281,65,150,value,nation
,,1996,All genders,American Indian or Alaska Native,All,All,attributable,666,National Vital Statistics System,All,All,High MS,All,real,di_gee_white,Deaths,absolute number,United States,7.18356549571193,6.84149094829708,7.4116151939885,65,150,value,nation
,,1996,All genders,American Indian or Alaska Native,All,All,attributable,666,National Vital Statistics System,All,All,High MS,All,real,di_gee_white,Deaths,"age-adjusted rate per 100,000",United States,14.0338934284176,13.3656127889692,14.4794138547166,65,150,value,nation
,,1996,All genders,American Indian or Alaska Native,All,All,attributable,666,National Vital Statistics System,All,All,Middle MS,All,real,di_gee,Deaths,absolute number,United States,53.6785408043891,32.2071244826334,75.1499571261445,65,150,value,nation
,,1996,All genders,American Indian or Alaska Native,All,All,attributable,666,National Vital Statistics System,All,All,Middle MS,All,real,di_gee,Deaths,"age-adjusted rate per 100,000",United States,24.9652206123071,14.9791323673843,34.9513088572299,65,150,value,nation
,,1996,All genders,American Indian or Alaska Native,All,All,attributable,666,National Vital Statistics System,All,All,Middle MS,All,real,di_gee_white,Deaths,absolute number,United States,33.817480706765,32.2071244826334,34.8910515228528,65,150,value,nation
,,1996,All genders,American Indian or Alaska Native,All,All,attributable,666,National Vital Statistics System,All,All,Middle MS,All,real,di_gee_white,Deaths,"age-adjusted rate per 100,000",United States,15.7280889857535,14.9791323673843,16.2273933979996,65,150,value,nation
,,1996,All genders,American Indian or Alaska Native,All,All,attributable,666,National Vital Statistics System,All,All,Low MS,All,real,di_gee,Deaths,absolute number,United States,156.400940324926,93.8405641949555,218.961316454896,65,150,value,nation
,,1996,All genders,American Indian or Alaska Native,All,All,attributable,666,National Vital Statistics System,All,All,Low MS,All,real,di_gee,Deaths,"age-adjusted rate per 100,000",United States,24.0918873025477,14.4551323815286,33.7286422235668,65,150,value,nation
,,1996,All genders,American Indian or Alaska Native,All,All,attributable,666,National Vital Statistics System,All,All,Low MS,All,real,di_gee_white,Deaths,absolute number,United States,98.5325924047031,93.8405641949555,101.660611211202,65,150,value,nation
,,1996,All genders,American Indian or Alaska Native,All,All,attributable,666,National Vital Statistics System,All,All,Low MS,All,real,di_gee_white,Deaths,"age-adjusted rate per 100,000",United States,15.177889000605,14.4551323815286,15.659726746656,65,150,value,nation
,,1996,All genders,American Indian or Alaska Native,All,All,attributable,666,National Vital Statistics System,All,All,All,High HTT,real,di_gee,Deaths,absolute number,United States,24.9063394846854,14.9438036908113,34.8688752785595,65,150,value,nation
,,1996,All genders,American Indian or Alaska Native,All,All,attributable,666,National Vital Statistics System,All,All,All,High HTT,real,di_gee,Deaths,"age-adjusted rate per 100,000",United States,28.5038938188714,17.1023362913229,39.90545134642,65,150,value,nation
,,1996,All genders,American Indian or Alaska Native,All,All,attributable,666,National Vital Statistics System,All,All,All,High HTT,real,di_gee_white,Deaths,absolute number,United States,15.6909938753518,14.9438036908113,16.1891206650455,65,150,value,nation
,,1996,All genders,American Indian or Alaska Native,All,All,attributable,666,National Vital Statistics System,All,All,All,High HTT,real,di_gee_white,Deaths,"age-adjusted rate per 100,000",United States,17.957453105889,17.1023362913229,18.5275309822664,65,150,value,nation
,,1996,All genders,American Indian or Alaska Native,All,All,attributable,666,National Vital Statistics System,All,All,All,Middle HTT,real,di_gee,Deaths,absolute number,United States,59.5999797032349,35.759987821941,83.4399715845288,65,150,value,nation
,,1996,All genders,American Indian or Alaska Native,All,All,attributable,666,National Vital Statistics System,All,All,All,Middle HTT,real,di_gee,Deaths,"age-adjusted rate per 100,000",United States,26.4160080625145,15.8496048375087,36.9824112875202,65,150,value,nation
,,1996,All genders,American Indian or Alaska Native,All,All,attributable,666,National Vital Statistics System,All,All,All,Middle HTT,real,di_gee_white,Deaths,absolute number,United States,37.5479872130379,35.759987821941,38.7399868071027,65,150,value,nation
,,1996,All genders,American Indian or Alaska Native,All,All,attributable,666,National Vital Statistics System,All,All,All,Middle HTT,real,di_gee_white,Deaths,"age-adjusted rate per 100,000",United States,16.6420850793841,15.8496048375087,17.1704052406344,65,150,value,nation
,,1996,All genders,American Indian or Alaska Native,All,All,attributable,666,National Vital Statistics System,All,All,All,Low HTT,real,di_gee,Deaths,absolute number,United States,136.975646855223,82.1853881131338,191.765905597312,65,150,value,nation
,,1996,All genders,American Indian or Alaska Native,All,All,attributable,666,National Vital Statistics System,All,All,All,Low HTT,real,di_gee,Deaths,"age-adjusted rate per 100,000",United States,22.7342811736584,13.640568704195,31.8279936431217,65,150,value,nation
,,1996,All genders,American Indian or Alaska Native,All,All,attributable,666,National Vital Statistics System,All,All,All,Low HTT,real,di_gee_white,Deaths,absolute number,United States,86.2946575187904,82.1853881131338,89.0341704558948,65,150,value,nation
,,1996,All genders,American Indian or Alaska Native,All,All,attributable,666,National Vital Statistics System,All,All,All,Low HTT,real,di_gee_white,Deaths,"age-adjusted rate per 100,000",United States,14.3225971394047,13.640568704195,14.7772827628779,65,150,value,nation
,,1996,All genders,American Indian or Alaska Native,All,All,attributable,666,National Vital Statistics System,All,All,All,All,real,di_gee,Deaths,absolute number,United States,221.481966043143,132.889179625886,310.0747524604,65,150,value,nation
,,1996,All genders,American Indian or Alaska Native,All,All,attributable,666,National Vital Statistics System,All,All,All,All,real,di_gee,Deaths,"age-adjusted rate per 100,000",United States,23.8903611055316,14.3342166633189,33.4465055477442,65,150,value,nation
,,1996,All genders,American Indian or Alaska Native,All,All,attributable,666,National Vital Statistics System,All,All,All,All,real,di_gee_white,Deaths,absolute number,United States,139.53363860718,132.889179625886,143.963277928043,65,150,value,nation
,,1996,All genders,American Indian or Alaska Native,All,All,attributable,666,National Vital Statistics System,All,All,All,All,real,di_gee_white,Deaths,"age-adjusted rate per 100,000",United States,15.0509274964849,14.3342166633189,15.5287347185955,65,150,value,nation
,,1996,All genders,Asian or Pacific Islander,Resilient SVI,All,attributable,666,National Vital Statistics System,All,All,All,All,real,di_gee,Deaths,absolute number,United States,128.50967013272,100.398179791187,156.621160474252,65,150,value,nation
,,1996,All genders,Asian or Pacific Islander,Resilient SVI,All,attributable,666,National Vital Statistics System,All,All,All,All,real,di_gee,Deaths,"age-adjusted rate per 100,000",United States,13.8845039720185,10.8472687281394,16.9217392158975,65,150,value,nation
,,1996,All genders,Asian or Pacific Islander,Resilient SVI,All,attributable,666,National Vital Statistics System,All,All,All,All,real,di_gee_white,Deaths,absolute number,United States,84.334471024597,80.3185438329497,87.0117558190287,65,150,value,nation
,,1996,All genders,Asian or Pacific Islander,Resilient SVI,All,attributable,666,National Vital Statistics System,All,All,All,All,real,di_gee_white,Deaths,"age-adjusted rate per 100,000",United States,9.11170573163712,8.67781498251156,9.40096623105417,65,150,value,nation
,,1996,All genders,Asian or Pacific Islander,Moderate SVI,All,attributable,666,National Vital Statistics System,All,All,All,All,real,di_gee,Deaths,absolute number,United States,426.232913172973,332.994463416385,519.47136292956,65,150,value,nation
,,1996,All genders,Asian or Pacific Islander,Moderate SVI,All,attributable,666,National Vital Statistics System,All,All,All,All,real,di_gee,Deaths,"age-adjusted rate per 100,000",United States,10.372138436462,8.10323315348594,12.6410437194381,65,150,value,nation
,,1996,All genders,Asian or Pacific Islander,Moderate SVI,All,attributable,666,National Vital Statistics System,All,All,All,All,real,di_gee_white,Deaths,absolute number,United States,279.715349269763,266.395570733108,288.595201627533,65,150,value,nation
,,1996,All genders,Asian or Pacific Islander,Moderate SVI,All,attributable,666,National Vital Statistics System,All,All,All,All,real,di_gee_white,Deaths,"age-adjusted rate per 100,000",United States,6.80671584892819,6.48258652278877,7.02280206635448,65,150,value,nation
,,1996,All genders,Asian or Pacific Islander,Vulnerable SVI,All,attributable,666,National Vital Statistics System,All,All,All,All,real,di_gee,Deaths,absolute number,United States,864.368543497296,675.287924607262,1053.44916238733,65,150,value,nation
,,1996,All genders,Asian or Pacific Islander,Vulnerable SVI,All,attributable,666,National Vital Statistics System,All,All,All,All,real,di_gee,Deaths,"age-adjusted rate per 100,000",United States,21.5862384847987,16.864248816249,26.3082281533484,65,150,value,nation
,,1996,All genders,Asian or Pacific Islander,Vulnerable SVI,All,attributable,666,National Vital Statistics System,All,All,All,All,real,di_gee_white,Deaths,absolute number,United States,567.2418566701,540.23033968581,585.249534659627,65,150,value,nation
,,1996,All genders,Asian or Pacific Islander,Vulnerable SVI,All,attributable,666,National Vital Statistics System,All,All,All,All,real,di_gee_white,Deaths,"age-adjusted rate per 100,000",United States,14.1659690056491,13.4913990529992,14.6156823074158,65,150,value,nation
,,1996,All genders,Asian or Pacific Islander,All,Large metro,attributable,666,National Vital Statistics System,All,All,All,All,real,di_gee,Deaths,absolute number,United States,1261.44713469658,985.505573981705,1537.38869541146,65,150,value,nation
,,1996,All genders,Asian or Pacific Islander,All,Large metro,attributable,666,National Vital Statistics System,All,All,All,All,real,di_gee,Deaths,"age-adjusted rate per 100,000",United States,19.8091428685393,15.4758928660463,24.1423928710322,65,150,value,nation
,,1996,All genders,Asian or Pacific Islander,All,Large metro,attributable,666,National Vital Statistics System,All,All,All,All,real,di_gee_white,Deaths,absolute number,United States,827.824682144632,788.404459185365,854.104830784144,65,150,value,nation
,,1996,All genders,Asian or Pacific Islander,All,Large metro,attributable,666,National Vital Statistics System,All,All,All,All,real,di_gee_white,Deaths,"age-adjusted rate per 100,000",United States,12.9997500074789,12.3807142928371,13.4124404839068,65,150,value,nation
,,1996,All genders,Asian or Pacific Islander,All,Small-medium metro,attributable,666,National Vital Statistics System,All,All,All,All,real,di_gee,Deaths,absolute number,United States,144.19745107631,112.654258653367,175.740643499253,65,150,value,nation
,,1996,All genders,Asian or Pacific Islander,All,Small-medium metro,attributable,666,National Vital Statistics System,All,All,All,All,real,di_gee,Deaths,"age-adjusted rate per 100,000",United States,6.40618313947615,5.00483057771573,7.80753570123655,65,150,value,nation
,,1996,All genders,Asian or Pacific Islander,All,Small-medium metro,attributable,666,National Vital Statistics System,All,All,All,All,real,di_gee_white,Deaths,absolute number,United States,94.6295772688284,90.1234069226939,97.6336908329182,65,150,value,nation
,,1996,All genders,Asian or Pacific Islander,All,Small-medium metro,attributable,666,National Vital Statistics System,All,All,All,All,real,di_gee_white,Deaths,"age-adjusted rate per 100,000",United States,4.20405768528121,4.00386446217259,4.3375198340203,65,150,value,nation
,,1996,All genders,Asian or Pacific Islander,All,Non metro,attributable,666,National Vital Statistics System,All,All,All,All,real,di_gee,Deaths,absolute number,United States,13.4665410300939,10.5207351797608,16.4123468804269,65,150,value,nation
,,1996,All genders,Asian or Pacific Islander,All,Non metro,attributable,666,National Vital Statistics System,All,All,All,All,real,di_gee,Deaths,"age-adjusted rate per 100,000",United States,3.44820630464015,2.69391117550011,4.20250143378018,65,150,value,nation
,,1996,All genders,Asian or Pacific Islander,All,Non metro,attributable,666,National Vital Statistics System,All,All,All,All,real,di_gee_white,Deaths,absolute number,United States,8.83741755099908,8.41658814380866,9.11797048912603,65,150,value,nation
,,1996,All genders,Asian or Pacific Islander,All,Non metro,attributable,666,National Vital Statistics System,All,All,All,All,real,di_gee_white,Deaths,"age-adjusted rate per 100,000",United States,2.26288538742009,2.15512894040009,2.33472301876676,65,150,value,nation
,,1996,All genders,Asian or Pacific Islander,All,All,attributable,666,National Vital Statistics System,High SES,All,All,All,real,di_gee,Deaths,absolute number,United States,501.296133552151,391.637604337618,610.954662766684,65,150,value,nation
,,1996,All genders,Asian or Pacific Islander,All,All,attributable,666,National Vital Statistics System,High SES,All,All,All,real,di_gee,Deaths,"age-adjusted rate per 100,000",United States,10.3662561704658,8.09863763317636,12.6338747077551,65,150,value,nation
,,1996,All genders,Asian or Pacific Islander,All,All,attributable,666,National Vital Statistics System,High SES,All,All,All,real,di_gee_white,Deaths,absolute number,United States,328.975587643599,313.310083470095,339.419257092602,65,150,value,nation
,,1996,All genders,Asian or Pacific Islander,All,All,attributable,666,National Vital Statistics System,High SES,All,All,All,real,di_gee_white,Deaths,"age-adjusted rate per 100,000",United States,6.80285561186814,6.4789101065411,7.01881928208618,65,150,value,nation
,,1996,All genders,Asian or Pacific Islander,All,All,attributable,666,National Vital Statistics System,Middle SES,All,All,All,real,di_gee,Deaths,absolute number,United States,778.856055618995,608.481293452339,949.230817785649,65,150,value,nation
,,1996,All genders,Asian or Pacific Islander,All,All,attributable,666,National Vital Statistics System,Middle SES,All,All,All,real,di_gee,Deaths,"age-adjusted rate per 100,000",United States,22.0506025009967,17.2270332039037,26.8741717980898,65,150,value,nation
,,1996,All genders,Asian or Pacific Islander,All,All,attributable,666,National Vital Statistics System,Middle SES,All,All,All,real,di_gee_white,Deaths,absolute number,United States,511.124286499964,486.785034761872,527.35045432536,65,150,value,nation
,,1996,All genders,Asian or Pacific Islander,All,All,attributable,666,National Vital Statistics System,Middle SES,All,All,All,real,di_gee_white,Deaths,"age-adjusted rate per 100,000",United States,14.4707078912791,13.781626563123,14.9300954433832,65,150,value,nation
,,1996,All genders,Asian or Pacific Islander,All,All,attributable,666,National Vital Statistics System,Low SES,All,All,All,real,di_gee,Deaths,absolute number,United States,138.958937631843,108.561670024877,169.356205238808,65,150,value,nation
,,1996,All genders,Asian or Pacific Islander,All,All,attributable,666,National Vital Statistics System,Low SES,All,All,All,real,di_gee,Deaths,"age-adjusted rate per 100,000",United States,20.6071303269863,16.099320567958,25.1149400860145,65,150,value,nation
,,1996,All genders,Asian or Pacific Islander,All,All,attributable,666,National Vital Statistics System,Low SES,All,All,All,real,di_gee_white,Deaths,absolute number,United States,91.1918028208966,86.8493360199017,94.0867806882267,65,150,value,nation
,,1996,All genders,Asian or Pacific Islander,All,All,attributable,666,National Vital Statistics System,Low SES,All,All,All,real,di_gee_white,Deaths,"age-adjusted rate per 100,000",United States,13.5234292770847,12.8794564543664,13.9527444922303,65,150,value,nation
,,1996,All genders,Asian or Pacific Islander,All,All,attributable,666,National Vital Statistics System,All,High HC,All,All,real,di_gee,Deaths,absolute number,United States,616.88923019928,481.944711093187,751.833749305372,65,150,value,nation
,,1996,All genders,Asian or Pacific Islander,All,All,attributable,666,National Vital Statistics System,All,High HC,All,All,real,di_gee,Deaths,"age-adjusted rate per 100,000",United States,12.9043965042347,10.0815597689333,15.727233239536,65,150,value,nation
,,1996,All genders,Asian or Pacific Islander,All,All,attributable,666,National Vital Statistics System,All,High HC,All,All,real,di_gee_white,Deaths,absolute number,United States,404.833557318277,385.55576887455,417.685416280762,65,150,value,nation
,,1996,All genders,Asian or Pacific Islander,All,All,attributable,666,National Vital Statistics System,All,High HC,All,All,real,di_gee_white,Deaths,"age-adjusted rate per 100,000",United States,8.46851020590399,8.06524781514667,8.73735179974221,65,150,value,nation
,,1996,All genders,Asian or Pacific Islander,All,All,attributable,666,National Vital Statistics System,All,Middle HC,All,All,real,di_gee,Deaths,absolute number,United States,606.631462377868,473.930829982709,739.332094773026,65,150,value,nation
,,1996,All genders,Asian or Pacific Islander,All,All,attributable,666,National Vital Statistics System,All,Middle HC,All,All,real,di_gee,Deaths,"age-adjusted rate per 100,000",United States,19.6100117256483,15.3203216606627,23.8997017906339,65,150,value,nation
,,1996,All genders,Asian or Pacific Islander,All,All,attributable,666,National Vital Statistics System,All,Middle HC,All,All,real,di_gee_white,Deaths,absolute number,United States,398.101897185475,379.144663986168,410.740052651681,65,150,value,nation
,,1996,All genders,Asian or Pacific Islander,All,All,attributable,666,National Vital Statistics System,All,Middle HC,All,All,real,di_gee_white,Deaths,"age-adjusted rate per 100,000",United States,12.8690701949567,12.2562573285302,13.2776121059077,65,150,value,nation
,,1996,All genders,Asian or Pacific Islander,All,All,attributable,666,National Vital Statistics System,All,Low HC,All,All,real,di_gee,Deaths,absolute number,United States,195.59043422584,152.805026738937,238.375841712742,65,150,value,nation
,,1996,All genders,Asian or Pacific Islander,All,All,attributable,666,National Vital Statistics System,All,Low HC,All,All,real,di_gee,Deaths,"age-adjusted rate per 100,000",United States,16.9092773629603,13.2103729398127,20.6081817861078,65,150,value,nation
,,1996,All genders,Asian or Pacific Islander,All,All,attributable,666,National Vital Statistics System,All,Low HC,All,All,real,di_gee_white,Deaths,absolute number,United States,128.356222460707,122.24402139115,132.431023173746,65,150,value,nation
,,1996,All genders,Asian or Pacific Islander,All,All,attributable,666,National Vital Statistics System,All,Low HC,All,All,real,di_gee_white,Deaths,"age-adjusted rate per 100,000",United States,11.0967132694427,10.5682983518502,11.448989881171,65,150,value,nation
,,1996,All genders,Asian or Pacific Islander,All,All,attributable,666,National Vital Statistics System,All,All,High MS,All,real,di_gee,Deaths,absolute number,United States,6.59842762044561,5.15502157847312,8.04183366241807,65,150,value,nation
,,1996,All genders,Asian or Pacific Islander,All,All,attributable,666,National Vital Statistics System,All,All,High MS,All,real,di_gee,Deaths,"age-adjusted rate per 100,000",United States,11.9593242309452,9.34322205542588,14.5754264064644,65,150,value,nation
,,1996,All genders,Asian or Pacific Islander,All,All,attributable,666,National Vital Statistics System,All,All,High MS,All,real,di_gee_white,Deaths,absolute number,United States,4.33021812591742,4.1240172627785,4.46768536801004,65,150,value,nation
,,1996,All genders,Asian or Pacific Islander,All,All,attributable,666,National Vital Statistics System,All,All,High MS,All,real,di_gee_white,Deaths,"age-adjusted rate per 100,000",United States,7.84830652655774,7.47457764434071,8.09745911470243,65,150,value,nation
,,1996,All genders,Asian or Pacific Islander,All,All,attributable,666,National Vital Statistics System,All,All,Middle MS,All,real,di_gee,Deaths,absolute number,United States,34.5851347504179,27.019636523764,42.1506329770718,65,150,value,nation
,,1996,All genders,Asian or Pacific Islander,All,All,attributable,666,National Vital Statistics System,All,All,Middle MS,All,real,di_gee,Deaths,"age-adjusted rate per 100,000",United States,13.3990479760171,10.4680062312634,16.3300897207709,65,150,value,nation
,,1996,All genders,Asian or Pacific Islander,All,All,attributable,666,National Vital Statistics System,All,All,Middle MS,All,real,di_gee_white,Deaths,absolute number,United States,22.6964946799617,21.6157092190112,23.4170183205954,65,150,value,nation
,,1996,All genders,Asian or Pacific Islander,All,All,attributable,666,National Vital Statistics System,All,All,Middle MS,All,real,di_gee_white,Deaths,"age-adjusted rate per 100,000",United States,8.79312523426123,8.37440498501071,9.07227206709492,65,150,value,nation
,,1996,All genders,Asian or Pacific Islander,All,All,attributable,666,National Vital Statistics System,All,All,Low MS,All,real,di_gee,Deaths,absolute number,United States,1377.92756443213,1076.5059097126,1679.34921915165,65,150,value,nation
,,1996,All genders,Asian or Pacific Islander,All,All,attributable,666,National Vital Statistics System,All,All,Low MS,All,real,di_gee,Deaths,"age-adjusted rate per 100,000",United States,15.8043876798611,12.3471778748914,19.2615974848306,65,150,value,nation
,,1996,All genders,Asian or Pacific Islander,All,All,attributable,666,National Vital Statistics System,All,All,Low MS,All,real,di_gee_white,Deaths,absolute number,United States,904.26496415858,861.204727770078,932.971788417583,65,150,value,nation
,,1996,All genders,Asian or Pacific Islander,All,All,attributable,666,National Vital Statistics System,All,All,Low MS,All,real,di_gee_white,Deaths,"age-adjusted rate per 100,000",United States,10.3716294149088,9.87774229991316,10.7008874915726,65,150,value,nation
,,1996,All genders,Asian or Pacific Islander,All,All,attributable,666,National Vital Statistics System,All,All,All,High HTT,real,di_gee,Deaths,absolute number,United States,62.5807536692565,48.8912138041065,76.2702935344063,65,150,value,nation
,,1996,All genders,Asian or Pacific Islander,All,All,attributable,666,National Vital Statistics System,All,All,All,High HTT,real,di_gee,Deaths,"age-adjusted rate per 100,000",United States,16.0531535464802,12.5415262081876,19.5647808847727,65,150,value,nation
,,1996,All genders,Asian or Pacific Islander,All,All,attributable,666,National Vital Statistics System,All,All,All,High HTT,real,di_gee_white,Deaths,absolute number,United States,41.0686195954495,39.1129710432853,42.3723852968923,65,150,value,nation
,,1996,All genders,Asian or Pacific Islander,All,All,attributable,666,National Vital Statistics System,All,All,All,High HTT,real,di_gee_white,Deaths,"age-adjusted rate per 100,000",United States,10.5348820148776,10.0332209665501,10.8693227137626,65,150,value,nation
,,1996,All genders,Asian or Pacific Islander,All,All,attributable,666,National Vital Statistics System,All,All,All,Middle HTT,real,di_gee,Deaths,absolute number,United States,245.683850212146,191.940507978239,299.427192446053,65,150,value,nation
,,1996,All genders,Asian or Pacific Islander,All,All,attributable,666,National Vital Statistics System,All,All,All,Middle HTT,real,di_gee,Deaths,"age-adjusted rate per 100,000",United States,14.915882415954,11.6530331374641,18.178731694444,65,150,value,nation
,,1996,All genders,Asian or Pacific Islander,All,All,attributable,666,National Vital Statistics System,All,All,All,Middle HTT,real,di_gee_white,Deaths,absolute number,United States,161.23002670172,153.552406382591,166.348440247807,65,150,value,nation
,,1996,All genders,Asian or Pacific Islander,All,All,attributable,666,National Vital Statistics System,All,All,All,Middle HTT,real,di_gee_white,Deaths,"age-adjusted rate per 100,000",United States,9.78854783546982,9.32242650997128,10.0992953858022,65,150,value,nation
,,1996,All genders,Asian or Pacific Islander,All,All,attributable,666,National Vital Statistics System,All,All,All,Low HTT,real,di_gee,Deaths,absolute number,United States,1110.84652292159,867.848846032488,1353.84419981068,65,150,value,nation
,,1996,All genders,Asian or Pacific Islander,All,All,attributable,666,National Vital Statistics System,All,All,All,Low HTT,real,di_gee,Deaths,"age-adjusted rate per 100,000",United States,15.873200680056,12.4009380312937,19.3454633288182,65,150,value,nation
,,1996,All genders,Asian or Pacific Islander,All,All,attributable,666,National Vital Statistics System,All,All,All,Low HTT,real,di_gee_white,Deaths,absolute number,United States,728.993030667289,694.279076825991,752.135666561489,65,150,value,nation
,,1996,All genders,Asian or Pacific Islander,All,All,attributable,666,National Vital Statistics System,All,All,All,Low HTT,real,di_gee_white,Deaths,"age-adjusted rate per 100,000",United States,10.4167879462867,9.92075042503497,10.7474796271212,65,150,value,nation
,,1996,All genders,Asian or Pacific Islander,All,All,attributable,666,National Vital Statistics System,All,All,All,All,real,di_gee,Deaths,absolute number,United States,1419.11112680299,1108.68056781483,1729.54168579114,65,150,value,nation
,,1996,All genders,Asian or Pacific Islander,All,All,attributable,666,National Vital Statistics System,All,All,All,All,real,di_gee,Deaths,"age-adjusted rate per 100,000",United States,31.7348386478962,24.7928426936689,38.6768346021235,65,150,value,nation
,,1996,All genders,Asian or Pacific Islander,All,All,attributable,666,National Vital Statistics System,All,All,All,All,real,di_gee_white,Deaths,absolute number,United States,931.291676964459,886.944454251868,960.856492106188,65,150,value,nation
,,1996,All genders,Asian or Pacific Islander,All,All,attributable,666,National Vital Statistics System,All,All,All,All,real,di_gee_white,Deaths,"age-adjusted rate per 100,000",United States,20.8259878626819,19.8342741549352,21.487130334513,65,150,value,nation
,,1996,All genders,Black American,Resilient SVI,All,attributable,666,National Vital Statistics System,All,All,All,All,real,di_gee,Deaths,absolute number,United States,2467.82805319662,2361.04703166408,2574.60907472917,65,150,value,nation
,,1996,All genders,Black American,Resilient SVI,All,attributable,666,National Vital Statistics System,All,All,All,All,real,di_gee,Deaths,"age-adjusted rate per 100,000",United States,170.993682450595,163.59491734456,178.39244755663,65,150,value,nation
,,1996,All genders,Black American,Resilient SVI,All,attributable,666,National Vital Statistics System,All,All,All,All,real,di_gee_white,Deaths,absolute number,United States,747.467150727822,711.873476883641,771.196266623944,65,150,value,nation
,,1996,All genders,Black American,Resilient SVI,All,attributable,666,National Vital Statistics System,All,All,All,All,real,di_gee_white,Deaths,"age-adjusted rate per 100,000",United States,51.7913557422475,49.3251007069025,53.4355257658109,65,150,value,nation
,,1996,All genders,Black American,Moderate SVI,All,attributable,666,National Vital Statistics System,All,All,All,All,real,di_gee,Deaths,absolute number,United States,7807.14680933753,7469.33757239505,8144.95604628003,65,150,value,nation
,,1996,All genders,Black American,Moderate SVI,All,attributable,666,National Vital Statistics System,All,All,All,All,real,di_gee,Deaths,"age-adjusted rate per 100,000",United States,168.15913414054,160.883017759459,175.435250521621,65,150,value,nation
,,1996,All genders,Black American,Moderate SVI,All,attributable,666,National Vital Statistics System,All,All,All,All,real,di_gee_white,Deaths,absolute number,United States,2364.66465859742,2252.0615796166,2439.73337791798,65,150,value,nation
,,1996,All genders,Black American,Moderate SVI,All,attributable,666,National Vital Statistics System,All,All,All,All,real,di_gee_white,Deaths,"age-adjusted rate per 100,000",United States,50.9328146675674,48.5074425405405,52.5497294189188,65,150,value,nation
,,1996,All genders,Black American,Vulnerable SVI,All,attributable,666,National Vital Statistics System,All,All,All,All,real,di_gee,Deaths,absolute number,United States,24038.653047194,22998.5190211135,25078.7870732745,65,150,value,nation
,,1996,All genders,Black American,Vulnerable SVI,All,attributable,666,National Vital Statistics System,All,All,All,All,real,di_gee,Deaths,"age-adjusted rate per 100,000",United States,170.623500118221,163.240752516952,178.00624771949,65,150,value,nation
,,1996,All genders,Black American,Vulnerable SVI,All,attributable,666,National Vital Statistics System,All,All,All,All,real,di_gee_white,Deaths,absolute number,United States,7280.93818256356,6934.22684053674,7512.07907724812,65,150,value,nation
,,1996,All genders,Black American,Vulnerable SVI,All,attributable,666,National Vital Statistics System,All,All,All,All,real,di_gee_white,Deaths,"age-adjusted rate per 100,000",United States,51.6792332088843,49.2183173417946,53.3198437869441,65,150,value,nation
,,1996,All genders,Black American,All,Large metro,attributable,666,National Vital Statistics System,All,All,All,All,real,di_gee,Deaths,absolute number,United States,22331.0138542689,21364.7680624977,23297.2596460402,65,150,value,nation
,,1996,All genders,Black American,All,Large metro,attributable,666,National Vital Statistics System,All,All,All,All,real,di_gee,Deaths,"age-adjusted rate per 100,000",United States,179.568524188009,171.798732276028,187.33831609999,65,150,value,nation
,,1996,All genders,Black American,All,Large metro,attributable,666,National Vital Statistics System,All,All,All,All,real,di_gee_white,Deaths,absolute number,United States,6763.72054239876,6441.63861180836,6978.44182945904,65,150,value,nation
