Year,Gender.Code,Ethnicity,svi_bin,rural_urban_class,Education,source,svi_bin1,svi_bin2,svi_bin3,svi_bin4,measure1,measure2,Region,value,min_age,max_age,agr_by
1994,All genders,American Indian or Alaska Native,All,Large metro,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,820,65,150,nation
1994,All genders,American Indian or Alaska Native,All,Large metro,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,337.70269340748,65,150,nation
1994,All genders,American Indian or Alaska Native,All,Small-medium metro,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,1190,65,150,nation
1994,All genders,American Indian or Alaska Native,All,Small-medium metro,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,470.493946893333,65,150,nation
1994,All genders,American Indian or Alaska Native,All,Non metro,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,2387,65,150,nation
1994,All genders,American Indian or Alaska Native,All,Non metro,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,616.32184448741,65,150,nation
1994,All genders,American Indian or Alaska Native,All,All,666,National Vital Statistics System,High SES,All,All,All,Deaths,absolute number,United States,998,65,150,nation
1994,All genders,American Indian or Alaska Native,All,All,666,National Vital Statistics System,High SES,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,487.218526454751,65,150,nation
1994,All genders,American Indian or Alaska Native,All,All,666,National Vital Statistics System,Middle SES,All,All,All,Deaths,absolute number,United States,1553,65,150,nation
1994,All genders,American Indian or Alaska Native,All,All,666,National Vital Statistics System,Middle SES,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,456.552803070548,65,150,nation
1994,All genders,American Indian or Alaska Native,All,All,666,National Vital Statistics System,Low SES,All,All,All,Deaths,absolute number,United States,1846,65,150,nation
1994,All genders,American Indian or Alaska Native,All,All,666,National Vital Statistics System,Low SES,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,548.926043840799,65,150,nation
1994,All genders,American Indian or Alaska Native,All,All,666,National Vital Statistics System,All,High HC,All,All,Deaths,absolute number,United States,788,65,150,nation
1994,All genders,American Indian or Alaska Native,All,All,666,National Vital Statistics System,All,High HC,All,All,Deaths,"age-adjusted rate per 100,000",United States,460.912509256957,65,150,nation
1994,All genders,American Indian or Alaska Native,All,All,666,National Vital Statistics System,All,Middle HC,All,All,Deaths,absolute number,United States,1050,65,150,nation
1994,All genders,American Indian or Alaska Native,All,All,666,National Vital Statistics System,All,Middle HC,All,All,Deaths,"age-adjusted rate per 100,000",United States,451.573539054939,65,150,nation
1994,All genders,American Indian or Alaska Native,All,All,666,National Vital Statistics System,All,Low HC,All,All,Deaths,absolute number,United States,2559,65,150,nation
1994,All genders,American Indian or Alaska Native,All,All,666,National Vital Statistics System,All,Low HC,All,All,Deaths,"age-adjusted rate per 100,000",United States,535.327004777271,65,150,nation
1994,All genders,American Indian or Alaska Native,All,All,666,National Vital Statistics System,All,All,High MS,All,Deaths,absolute number,United States,287,65,150,nation
1994,All genders,American Indian or Alaska Native,All,All,666,National Vital Statistics System,All,All,High MS,All,Deaths,"age-adjusted rate per 100,000",United States,577.390957945323,65,150,nation
1994,All genders,American Indian or Alaska Native,All,All,666,National Vital Statistics System,All,All,Middle MS,All,Deaths,absolute number,United States,1256,65,150,nation
1994,All genders,American Indian or Alaska Native,All,All,666,National Vital Statistics System,All,All,Middle MS,All,Deaths,"age-adjusted rate per 100,000",United States,584.675118211802,65,150,nation
1994,All genders,American Indian or Alaska Native,All,All,666,National Vital Statistics System,All,All,Low MS,All,Deaths,absolute number,United States,2854,65,150,nation
1994,All genders,American Indian or Alaska Native,All,All,666,National Vital Statistics System,All,All,Low MS,All,Deaths,"age-adjusted rate per 100,000",United States,463.080867233811,65,150,nation
1994,All genders,American Indian or Alaska Native,All,All,666,National Vital Statistics System,All,All,All,High HTT,Deaths,absolute number,United States,455,65,150,nation
1994,All genders,American Indian or Alaska Native,All,All,666,National Vital Statistics System,All,All,All,High HTT,Deaths,"age-adjusted rate per 100,000",United States,531.996747371712,65,150,nation
1994,All genders,American Indian or Alaska Native,All,All,666,National Vital Statistics System,All,All,All,Middle HTT,Deaths,absolute number,United States,1037,65,150,nation
1994,All genders,American Indian or Alaska Native,All,All,666,National Vital Statistics System,All,All,All,Middle HTT,Deaths,"age-adjusted rate per 100,000",United States,463.896453558715,65,150,nation
1994,All genders,American Indian or Alaska Native,All,All,666,National Vital Statistics System,All,All,All,Low HTT,Deaths,absolute number,United States,2905,65,150,nation
1994,All genders,American Indian or Alaska Native,All,All,666,National Vital Statistics System,All,All,All,Low HTT,Deaths,"age-adjusted rate per 100,000",United States,507.695786954155,65,150,nation
1994,All genders,American Indian or Alaska Native,All,All,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,4397,65,150,nation
1994,All genders,American Indian or Alaska Native,All,All,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,505.259525517265,65,150,nation
1994,All genders,Asian or Pacific Islander,Resilient SVI,All,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,1375,65,150,nation
1994,All genders,Asian or Pacific Islander,Resilient SVI,All,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,180.121726213252,65,150,nation
1994,All genders,Asian or Pacific Islander,Moderate SVI,All,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,8033,65,150,nation
1994,All genders,Asian or Pacific Islander,Moderate SVI,All,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,224.148656279721,65,150,nation
1994,All genders,Asian or Pacific Islander,Vulnerable SVI,All,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,7293,65,150,nation
1994,All genders,Asian or Pacific Islander,Vulnerable SVI,All,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,206.451794035151,65,150,nation
1994,All genders,Asian or Pacific Islander,All,Large metro,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,11008,65,150,nation
1994,All genders,Asian or Pacific Islander,All,Large metro,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,198.648325996992,65,150,nation
1994,All genders,Asian or Pacific Islander,All,Small-medium metro,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,4841,65,150,nation
1994,All genders,Asian or Pacific Islander,All,Small-medium metro,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,240.537934612486,65,150,nation
1994,All genders,Asian or Pacific Islander,All,Non metro,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,852,65,150,nation
1994,All genders,Asian or Pacific Islander,All,Non metro,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,245.916989600201,65,150,nation
1994,All genders,Asian or Pacific Islander,All,All,666,National Vital Statistics System,High SES,All,All,All,Deaths,absolute number,United States,9158,65,150,nation
1994,All genders,Asian or Pacific Islander,All,All,666,National Vital Statistics System,High SES,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,219.719999553808,65,150,nation
1994,All genders,Asian or Pacific Islander,All,All,666,National Vital Statistics System,Middle SES,All,All,All,Deaths,absolute number,United States,6174,65,150,nation
1994,All genders,Asian or Pacific Islander,All,All,666,National Vital Statistics System,Middle SES,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,198.055740554107,65,150,nation
1994,All genders,Asian or Pacific Islander,All,All,666,National Vital Statistics System,Low SES,All,All,All,Deaths,absolute number,United States,1369,65,150,nation
1994,All genders,Asian or Pacific Islander,All,All,666,National Vital Statistics System,Low SES,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,225.696084314139,65,150,nation
1994,All genders,Asian or Pacific Islander,All,All,666,National Vital Statistics System,All,High HC,All,All,Deaths,absolute number,United States,8894,65,150,nation
1994,All genders,Asian or Pacific Islander,All,All,666,National Vital Statistics System,All,High HC,All,All,Deaths,"age-adjusted rate per 100,000",United States,213.618432225802,65,150,nation
1994,All genders,Asian or Pacific Islander,All,All,666,National Vital Statistics System,All,Middle HC,All,All,Deaths,absolute number,United States,5670,65,150,nation
1994,All genders,Asian or Pacific Islander,All,All,666,National Vital Statistics System,All,Middle HC,All,All,Deaths,"age-adjusted rate per 100,000",United States,208.722760519123,65,150,nation
1994,All genders,Asian or Pacific Islander,All,All,666,National Vital Statistics System,All,Low HC,All,All,Deaths,absolute number,United States,2137,65,150,nation
1994,All genders,Asian or Pacific Islander,All,All,666,National Vital Statistics System,All,Low HC,All,All,Deaths,"age-adjusted rate per 100,000",United States,213.458284483413,65,150,nation
1994,All genders,Asian or Pacific Islander,All,All,666,National Vital Statistics System,All,All,High MS,All,Deaths,absolute number,United States,77,65,150,nation
1994,All genders,Asian or Pacific Islander,All,All,666,National Vital Statistics System,All,All,High MS,All,Deaths,"age-adjusted rate per 100,000",United States,153.323310336576,65,150,nation
1994,All genders,Asian or Pacific Islander,All,All,666,National Vital Statistics System,All,All,Middle MS,All,Deaths,absolute number,United States,366,65,150,nation
1994,All genders,Asian or Pacific Islander,All,All,666,National Vital Statistics System,All,All,Middle MS,All,Deaths,"age-adjusted rate per 100,000",United States,165.164880691151,65,150,nation
1994,All genders,Asian or Pacific Islander,All,All,666,National Vital Statistics System,All,All,Low MS,All,Deaths,absolute number,United States,16258,65,150,nation
1994,All genders,Asian or Pacific Islander,All,All,666,National Vital Statistics System,All,All,Low MS,All,Deaths,"age-adjusted rate per 100,000",United States,213.598855351189,65,150,nation
1994,All genders,Asian or Pacific Islander,All,All,666,National Vital Statistics System,All,All,All,High HTT,Deaths,absolute number,United States,529,65,150,nation
1994,All genders,Asian or Pacific Islander,All,All,666,National Vital Statistics System,All,All,All,High HTT,Deaths,"age-adjusted rate per 100,000",United States,165.799933600176,65,150,nation
1994,All genders,Asian or Pacific Islander,All,All,666,National Vital Statistics System,All,All,All,Middle HTT,Deaths,absolute number,United States,2840,65,150,nation
1994,All genders,Asian or Pacific Islander,All,All,666,National Vital Statistics System,All,All,All,Middle HTT,Deaths,"age-adjusted rate per 100,000",United States,205.085963140645,65,150,nation
1994,All genders,Asian or Pacific Islander,All,All,666,National Vital Statistics System,All,All,All,Low HTT,Deaths,absolute number,United States,13332,65,150,nation
1994,All genders,Asian or Pacific Islander,All,All,666,National Vital Statistics System,All,All,All,Low HTT,Deaths,"age-adjusted rate per 100,000",United States,215.807695907843,65,150,nation
1994,All genders,Asian or Pacific Islander,All,All,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,16701,65,150,nation
1994,All genders,Asian or Pacific Islander,All,All,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,437.748870801014,65,150,nation
1994,All genders,Black American,Resilient SVI,All,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,10172,65,150,nation
1994,All genders,Black American,Resilient SVI,All,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,744.222233549501,65,150,nation
1994,All genders,Black American,Moderate SVI,All,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,34403,65,150,nation
1994,All genders,Black American,Moderate SVI,All,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,766.897815123206,65,150,nation
1994,All genders,Black American,Vulnerable SVI,All,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,104599,65,150,nation
1994,All genders,Black American,Vulnerable SVI,All,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,762.148718720787,65,150,nation
1994,All genders,Black American,All,Large metro,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,90054,65,150,nation
1994,All genders,Black American,All,Large metro,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,751.459139359211,65,150,nation
1994,All genders,Black American,All,Small-medium metro,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,36171,65,150,nation
1994,All genders,Black American,All,Small-medium metro,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,779.838911375106,65,150,nation
1994,All genders,Black American,All,Non metro,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,22949,65,150,nation
1994,All genders,Black American,All,Non metro,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,776.747996783345,65,150,nation
1994,All genders,Black American,All,All,666,National Vital Statistics System,High SES,All,All,All,Deaths,absolute number,United States,25626,65,150,nation
1994,All genders,Black American,All,All,666,National Vital Statistics System,High SES,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,740.598453739094,65,150,nation
1994,All genders,Black American,All,All,666,National Vital Statistics System,Middle SES,All,All,All,Deaths,absolute number,United States,70869,65,150,nation
1994,All genders,Black American,All,All,666,National Vital Statistics System,Middle SES,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,780.623062669071,65,150,nation
1994,All genders,Black American,All,All,666,National Vital Statistics System,Low SES,All,All,All,Deaths,absolute number,United States,52679,65,150,nation
1994,All genders,Black American,All,All,666,National Vital Statistics System,Low SES,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,748.778437522671,65,150,nation
1994,All genders,Black American,All,All,666,National Vital Statistics System,All,High HC,All,All,Deaths,absolute number,United States,30833,65,150,nation
1994,All genders,Black American,All,All,666,National Vital Statistics System,All,High HC,All,All,Deaths,"age-adjusted rate per 100,000",United States,750.79168279277,65,150,nation
1994,All genders,Black American,All,All,666,National Vital Statistics System,All,Middle HC,All,All,Deaths,absolute number,United States,56392,65,150,nation
1994,All genders,Black American,All,All,666,National Vital Statistics System,All,Middle HC,All,All,Deaths,"age-adjusted rate per 100,000",United States,743.004636034573,65,150,nation
1994,All genders,Black American,All,All,666,National Vital Statistics System,All,Low HC,All,All,Deaths,absolute number,United States,61949,65,150,nation
1994,All genders,Black American,All,All,666,National Vital Statistics System,All,Low HC,All,All,Deaths,"age-adjusted rate per 100,000",United States,786.207857481557,65,150,nation
1994,All genders,Black American,All,All,666,National Vital Statistics System,All,All,High MS,All,Deaths,absolute number,United States,2289,65,150,nation
1994,All genders,Black American,All,All,666,National Vital Statistics System,All,All,High MS,All,Deaths,"age-adjusted rate per 100,000",United States,795.774210478632,65,150,nation
1994,All genders,Black American,All,All,666,National Vital Statistics System,All,All,Middle MS,All,Deaths,absolute number,United States,23195,65,150,nation
1994,All genders,Black American,All,All,666,National Vital Statistics System,All,All,Middle MS,All,Deaths,"age-adjusted rate per 100,000",United States,784.125707746782,65,150,nation
1994,All genders,Black American,All,All,666,National Vital Statistics System,All,All,Low MS,All,Deaths,absolute number,United States,123690,65,150,nation
1994,All genders,Black American,All,All,666,National Vital Statistics System,All,All,Low MS,All,Deaths,"age-adjusted rate per 100,000",United States,757.230144623651,65,150,nation
1994,All genders,Black American,All,All,666,National Vital Statistics System,All,All,All,High HTT,Deaths,absolute number,United States,7672,65,150,nation
1994,All genders,Black American,All,All,666,National Vital Statistics System,All,All,All,High HTT,Deaths,"age-adjusted rate per 100,000",United States,763.903790528858,65,150,nation
1994,All genders,Black American,All,All,666,National Vital Statistics System,All,All,All,Middle HTT,Deaths,absolute number,United States,31917,65,150,nation
1994,All genders,Black American,All,All,666,National Vital Statistics System,All,All,All,Middle HTT,Deaths,"age-adjusted rate per 100,000",United States,766.03368104744,65,150,nation
1994,All genders,Black American,All,All,666,National Vital Statistics System,All,All,All,Low HTT,Deaths,absolute number,United States,109585,65,150,nation
1994,All genders,Black American,All,All,666,National Vital Statistics System,All,All,All,Low HTT,Deaths,"age-adjusted rate per 100,000",United States,760.578357157316,65,150,nation
1994,All genders,Black American,All,All,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,149174,65,150,nation
1994,All genders,Black American,All,All,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,752.736055751928,65,150,nation
1994,All genders,White,Resilient SVI,All,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,349405,65,150,nation
1994,All genders,White,Resilient SVI,All,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,665.397907602329,65,150,nation
1994,All genders,White,Moderate SVI,All,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,602442,65,150,nation
1994,All genders,White,Moderate SVI,All,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,670.920723126354,65,150,nation
1994,All genders,White,Vulnerable SVI,All,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,526668,65,150,nation
1994,All genders,White,Vulnerable SVI,All,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,683.011052533796,65,150,nation
1994,All genders,White,All,Large metro,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,706250,65,150,nation
1994,All genders,White,All,Large metro,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,664.428958859155,65,150,nation
1994,All genders,White,All,Small-medium metro,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,456416,65,150,nation
1994,All genders,White,All,Small-medium metro,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,674.12470245726,65,150,nation
1994,All genders,White,All,Non metro,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,315849,65,150,nation
1994,All genders,White,All,Non metro,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,694.103130059033,65,150,nation
1994,All genders,White,All,All,666,National Vital Statistics System,High SES,All,All,All,Deaths,absolute number,United States,571772,65,150,nation
1994,All genders,White,All,All,666,National Vital Statistics System,High SES,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,657.738930971814,65,150,nation
1994,All genders,White,All,All,666,National Vital Statistics System,Middle SES,All,All,All,Deaths,absolute number,United States,650764,65,150,nation
1994,All genders,White,All,All,666,National Vital Statistics System,Middle SES,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,683.293806806853,65,150,nation
1994,All genders,White,All,All,666,National Vital Statistics System,Low SES,All,All,All,Deaths,absolute number,United States,255979,65,150,nation
1994,All genders,White,All,All,666,National Vital Statistics System,Low SES,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,687.121430839793,65,150,nation
1994,All genders,White,All,All,666,National Vital Statistics System,All,High HC,All,All,Deaths,absolute number,United States,501062,65,150,nation
1994,All genders,White,All,All,666,National Vital Statistics System,All,High HC,All,All,Deaths,"age-adjusted rate per 100,000",United States,660.45351839178,65,150,nation
1994,All genders,White,All,All,666,National Vital Statistics System,All,Middle HC,All,All,Deaths,absolute number,United States,577641,65,150,nation
1994,All genders,White,All,All,666,National Vital Statistics System,All,Middle HC,All,All,Deaths,"age-adjusted rate per 100,000",United States,664.073775306058,65,150,nation
1994,All genders,White,All,All,666,National Vital Statistics System,All,Low HC,All,All,Deaths,absolute number,United States,399812,65,150,nation
1994,All genders,White,All,All,666,National Vital Statistics System,All,Low HC,All,All,Deaths,"age-adjusted rate per 100,000",United States,706.804495657478,65,150,nation
1994,All genders,White,All,All,666,National Vital Statistics System,All,All,High MS,All,Deaths,absolute number,United States,200984,65,150,nation
1994,All genders,White,All,All,666,National Vital Statistics System,All,All,High MS,All,Deaths,"age-adjusted rate per 100,000",United States,703.382185372217,65,150,nation
1994,All genders,White,All,All,666,National Vital Statistics System,All,All,Middle MS,All,Deaths,absolute number,United States,346535,65,150,nation
1994,All genders,White,All,All,666,National Vital Statistics System,All,All,Middle MS,All,Deaths,"age-adjusted rate per 100,000",United States,687.462659376637,65,150,nation
1994,All genders,White,All,All,666,National Vital Statistics System,All,All,Low MS,All,Deaths,absolute number,United States,930996,65,150,nation
1994,All genders,White,All,All,666,National Vital Statistics System,All,All,Low MS,All,Deaths,"age-adjusted rate per 100,000",United States,663.027822591429,65,150,nation
1994,All genders,White,All,All,666,National Vital Statistics System,All,All,All,High HTT,Deaths,absolute number,United States,223905,65,150,nation
1994,All genders,White,All,All,666,National Vital Statistics System,All,All,All,High HTT,Deaths,"age-adjusted rate per 100,000",United States,676.983292076216,65,150,nation
1994,All genders,White,All,All,666,National Vital Statistics System,All,All,All,Middle HTT,Deaths,absolute number,United States,543251,65,150,nation
1994,All genders,White,All,All,666,National Vital Statistics System,All,All,All,Middle HTT,Deaths,"age-adjusted rate per 100,000",United States,670.366223438731,65,150,nation
1994,All genders,White,All,All,666,National Vital Statistics System,All,All,All,Low HTT,Deaths,absolute number,United States,711359,65,150,nation
1994,All genders,White,All,All,666,National Vital Statistics System,All,All,All,Low HTT,Deaths,"age-adjusted rate per 100,000",United States,675.747532768794,65,150,nation
1994,All genders,White,All,All,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,1478515,65,150,nation
1994,All genders,White,All,All,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,656.57208587717,65,150,nation
1995,All genders,"All, All Origins",Resilient SVI,All,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,537581,25,150,nation
1995,All genders,"All, All Origins",Resilient SVI,All,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,828.12728364453,25,150,nation
1995,All genders,"All, All Origins",Moderate SVI,All,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,845627,25,150,nation
1995,All genders,"All, All Origins",Moderate SVI,All,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,880.950574536522,25,150,nation
1995,All genders,"All, All Origins",Vulnerable SVI,All,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,830873,25,150,nation
1995,All genders,"All, All Origins",Vulnerable SVI,All,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,946.977285164946,25,150,nation
1995,All genders,"All, All Origins",All,Large metro,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,1111361,25,150,nation
1995,All genders,"All, All Origins",All,Large metro,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,880.746237924154,25,150,nation
1995,All genders,"All, All Origins",All,Small-medium metro,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,661915,25,150,nation
1995,All genders,"All, All Origins",All,Small-medium metro,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,883.888531855908,25,150,nation
1995,All genders,"All, All Origins",All,Non metro,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,440805,25,150,nation
1995,All genders,"All, All Origins",All,Non metro,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,920.13351556701,25,150,nation
1995,All genders,"All, All Origins",All,All,666,National Vital Statistics System,High SES,All,All,All,Deaths,absolute number,United States,980646,25,150,nation
1995,All genders,"All, All Origins",All,All,666,National Vital Statistics System,High SES,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,837.450266068488,25,150,nation
1995,All genders,"All, All Origins",All,All,666,National Vital Statistics System,Middle SES,All,All,All,Deaths,absolute number,United States,779468,25,150,nation
1995,All genders,"All, All Origins",All,All,666,National Vital Statistics System,Middle SES,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,933.421351987406,25,150,nation
1995,All genders,"All, All Origins",All,All,666,National Vital Statistics System,Low SES,All,All,All,Deaths,absolute number,United States,453967,25,150,nation
1995,All genders,"All, All Origins",All,All,666,National Vital Statistics System,Low SES,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,946.350643577455,25,150,nation
1995,All genders,"All, All Origins",All,All,666,National Vital Statistics System,All,High HC,All,All,Deaths,absolute number,United States,808681,25,150,nation
1995,All genders,"All, All Origins",All,All,666,National Vital Statistics System,All,High HC,All,All,Deaths,"age-adjusted rate per 100,000",United States,841.280053195447,25,150,nation
1995,All genders,"All, All Origins",All,All,666,National Vital Statistics System,All,Middle HC,All,All,Deaths,absolute number,United States,757113,25,150,nation
1995,All genders,"All, All Origins",All,All,666,National Vital Statistics System,All,Middle HC,All,All,Deaths,"age-adjusted rate per 100,000",United States,901.968818977333,25,150,nation
1995,All genders,"All, All Origins",All,All,666,National Vital Statistics System,All,Low HC,All,All,Deaths,absolute number,United States,648287,25,150,nation
1995,All genders,"All, All Origins",All,All,666,National Vital Statistics System,All,Low HC,All,All,Deaths,"age-adjusted rate per 100,000",United States,948.073198756287,25,150,nation
1995,All genders,"All, All Origins",All,All,666,National Vital Statistics System,All,All,High MS,All,Deaths,absolute number,United States,272828,25,150,nation
1995,All genders,"All, All Origins",All,All,666,National Vital Statistics System,All,All,High MS,All,Deaths,"age-adjusted rate per 100,000",United States,899.859200988756,25,150,nation
1995,All genders,"All, All Origins",All,All,666,National Vital Statistics System,All,All,Middle MS,All,Deaths,absolute number,United States,500179,25,150,nation
1995,All genders,"All, All Origins",All,All,666,National Vital Statistics System,All,All,Middle MS,All,Deaths,"age-adjusted rate per 100,000",United States,883.74955486768,25,150,nation
1995,All genders,"All, All Origins",All,All,666,National Vital Statistics System,All,All,Low MS,All,Deaths,absolute number,United States,1441074,25,150,nation
1995,All genders,"All, All Origins",All,All,666,National Vital Statistics System,All,All,Low MS,All,Deaths,"age-adjusted rate per 100,000",United States,888.40802802326,25,150,nation
1995,All genders,"All, All Origins",All,All,666,National Vital Statistics System,All,All,All,High HTT,Deaths,absolute number,United States,340972,25,150,nation
1995,All genders,"All, All Origins",All,All,666,National Vital Statistics System,All,All,All,High HTT,Deaths,"age-adjusted rate per 100,000",United States,849.544608481405,25,150,nation
1995,All genders,"All, All Origins",All,All,666,National Vital Statistics System,All,All,All,Middle HTT,Deaths,absolute number,United States,665881,25,150,nation
1995,All genders,"All, All Origins",All,All,666,National Vital Statistics System,All,All,All,Middle HTT,Deaths,"age-adjusted rate per 100,000",United States,874.94237789683,25,150,nation
1995,All genders,"All, All Origins",All,All,666,National Vital Statistics System,All,All,All,Low HTT,Deaths,absolute number,United States,1207228,25,150,nation
1995,All genders,"All, All Origins",All,All,666,National Vital Statistics System,All,All,All,Low HTT,Deaths,"age-adjusted rate per 100,000",United States,911.413664677405,25,150,nation
1995,All genders,"All, All Origins",All,All,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,2214081,25,150,nation
1995,All genders,"All, All Origins",All,All,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,873.154035919846,25,150,nation
1995,All genders,American Indian or Alaska Native,Resilient SVI,All,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,932,25,150,nation
1995,All genders,American Indian or Alaska Native,Resilient SVI,All,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,641.70104010723,25,150,nation
1995,All genders,American Indian or Alaska Native,Moderate SVI,All,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,2535,25,150,nation
1995,All genders,American Indian or Alaska Native,Moderate SVI,All,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,747.874245574964,25,150,nation
1995,All genders,American Indian or Alaska Native,Vulnerable SVI,All,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,5462,25,150,nation
1995,All genders,American Indian or Alaska Native,Vulnerable SVI,All,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,774.015882331584,25,150,nation
1995,All genders,American Indian or Alaska Native,All,Large metro,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,1959,25,150,nation
1995,All genders,American Indian or Alaska Native,All,Large metro,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,536.959128388369,25,150,nation
