rural_urban_class,scenario,svi_bin,svi_bin1,svi_bin2,svi_bin3,svi_bin4,Region,Gender.Code,Ethnicity,Education,Year,min_age,max_age,value,mean_lower,mean_upper,agr_by,pm_metric
All,real,All,All,All,High MS,All,United States,All genders,"All, All Origins",666,1994,65,150,13.3467718916789,13.3400863540464,13.3534574293114,nation,mean
All,real,All,All,All,High MS,All,United States,All genders,American Indian or Alaska Native,666,1994,25,150,10.8270996568733,10.813262933646,10.8409363801006,nation,mean
All,real,All,All,All,High MS,All,United States,All genders,American Indian or Alaska Native,666,1994,65,150,10.8614715894011,10.8469570212516,10.8759861575506,nation,mean
All,real,All,All,All,High MS,All,United States,All genders,Asian or Pacific Islander,666,1994,25,150,13.5234341965461,13.5106140446652,13.5362543484269,nation,mean
All,real,All,All,All,High MS,All,United States,All genders,Asian or Pacific Islander,666,1994,65,150,13.4034234742781,13.3900275411687,13.4168194073874,nation,mean
All,real,All,All,All,High MS,All,United States,All genders,Black American,666,1994,25,150,15.6403927272066,15.6186852395924,15.6621002148208,nation,mean
All,real,All,All,All,High MS,All,United States,All genders,Black American,666,1994,65,150,15.8799085863085,15.8526317698547,15.9071854027622,nation,mean
All,real,All,All,All,High MS,All,United States,All genders,White,666,1994,25,150,13.4151955622546,13.409252030259,13.4211390942502,nation,mean
All,real,All,All,All,High MS,All,United States,All genders,White,666,1994,65,150,13.3267620871347,13.3201001648998,13.3334240093695,nation,mean
All,real,All,All,All,Middle MS,All,United States,All genders,"All, All Origins",666,1994,25,150,14.2100564223343,14.2052632509309,14.2148495937377,nation,mean
All,real,All,All,All,Middle MS,All,United States,All genders,"All, All Origins",666,1994,65,150,14.3019845082135,14.2965308935768,14.3074381228502,nation,mean
All,real,All,All,All,Middle MS,All,United States,All genders,American Indian or Alaska Native,666,1994,25,150,10.6986936421252,10.6862331657464,10.711154118504,nation,mean
All,real,All,All,All,Middle MS,All,United States,All genders,American Indian or Alaska Native,666,1994,65,150,10.8205121350009,10.8053595161605,10.8356647538413,nation,mean
All,real,All,All,All,Middle MS,All,United States,All genders,Asian or Pacific Islander,666,1994,25,150,14.2641545510241,14.2533640931599,14.2749450088882,nation,mean
All,real,All,All,All,Middle MS,All,United States,All genders,Asian or Pacific Islander,666,1994,65,150,13.9590702851533,13.9486806471275,13.9694599231792,nation,mean
All,real,All,All,All,Middle MS,All,United States,All genders,Black American,666,1994,25,150,15.7968887265771,15.7867763725679,15.8070010805863,nation,mean
All,real,All,All,All,Middle MS,All,United States,All genders,Black American,666,1994,65,150,15.9075621389229,15.8954884547362,15.9196358231095,nation,mean
All,real,All,All,All,Middle MS,All,United States,All genders,White,666,1994,25,150,14.1264885886416,14.1215946776029,14.1313824996803,nation,mean
All,real,All,All,All,Middle MS,All,United States,All genders,White,666,1994,65,150,14.2265953400409,14.2210053361971,14.2321853438847,nation,mean
All,real,All,All,All,Low MS,All,United States,All genders,"All, All Origins",666,1994,25,150,15.2147372472266,15.2114332283133,15.2180412661399,nation,mean
All,real,All,All,All,Low MS,All,United States,All genders,"All, All Origins",666,1994,65,150,15.1413359875183,15.1375353657435,15.145136609293,nation,mean
All,real,All,All,All,Low MS,All,United States,All genders,American Indian or Alaska Native,666,1994,25,150,11.9229056111029,11.9169572171173,11.9288540050885,nation,mean
All,real,All,All,All,Low MS,All,United States,All genders,American Indian or Alaska Native,666,1994,65,150,11.6342798683877,11.6273480434139,11.6412116933614,nation,mean
All,real,All,All,All,Low MS,All,United States,All genders,Asian or Pacific Islander,666,1994,25,150,15.5873133798456,15.5788423709252,15.5957843887659,nation,mean
All,real,All,All,All,Low MS,All,United States,All genders,Asian or Pacific Islander,666,1994,65,150,14.6027122936301,14.5897097105075,14.6157148767526,nation,mean
All,real,All,All,All,Low MS,All,United States,All genders,Black American,666,1994,25,150,17.0054457682148,17.000785865377,17.0101056710525,nation,mean
All,real,All,All,All,Low MS,All,United States,All genders,Black American,666,1994,65,150,17.1872970022113,17.1814237434102,17.1931702610123,nation,mean
All,real,All,All,All,Low MS,All,United States,All genders,White,666,1994,25,150,14.8844762748042,14.8809224583145,14.8880300912939,nation,mean
All,real,All,All,All,Low MS,All,United States,All genders,White,666,1994,65,150,14.92662580679,14.92251685939,14.9307347541899,nation,mean
All,real,All,All,All,All,High HTT,United States,All genders,"All, All Origins",666,1994,25,150,14.2162759126507,14.2114293449523,14.2211224803492,nation,mean
All,real,All,All,All,All,High HTT,United States,All genders,"All, All Origins",666,1994,65,150,13.8282621555105,13.8227873363432,13.8337369746778,nation,mean
All,real,All,All,All,All,High HTT,United States,All genders,American Indian or Alaska Native,666,1994,25,150,11.7877477920823,11.777566988768,11.7979285953965,nation,mean
All,real,All,All,All,All,High HTT,United States,All genders,American Indian or Alaska Native,666,1994,65,150,11.4903678686305,11.4762380761742,11.5044976610867,nation,mean
All,real,All,All,All,All,High HTT,United States,All genders,Asian or Pacific Islander,666,1994,25,150,15.963824317502,15.9539880485723,15.9736605864316,nation,mean
All,real,All,All,All,All,High HTT,United States,All genders,Asian or Pacific Islander,666,1994,65,150,15.7095906030767,15.6989952155693,15.720185990584,nation,mean
All,real,All,All,All,All,High HTT,United States,All genders,Black American,666,1994,25,150,16.274621767689,16.2634306224307,16.2858129129472,nation,mean
All,real,All,All,All,All,High HTT,United States,All genders,Black American,666,1994,65,150,15.9401307469593,15.9276837866604,15.9525777072583,nation,mean
All,real,All,All,All,All,High HTT,United States,All genders,White,666,1994,25,150,14.1101642695329,14.1052918429428,14.1150366961231,nation,mean
All,real,All,All,All,All,High HTT,United States,All genders,White,666,1994,65,150,13.7609505278351,13.7554096450363,13.7664914106338,nation,mean
All,real,All,All,All,All,Middle HTT,United States,All genders,"All, All Origins",666,1994,25,150,14.840557938681,14.8360520515228,14.8450638258393,nation,mean
All,real,All,All,All,All,Middle HTT,United States,All genders,"All, All Origins",666,1994,65,150,14.7834718553739,14.7784086793452,14.7885350314025,nation,mean
All,real,All,All,All,All,Middle HTT,United States,All genders,American Indian or Alaska Native,666,1994,25,150,12.3307376273684,12.3209681244717,12.3405071302651,nation,mean
All,real,All,All,All,All,Middle HTT,United States,All genders,American Indian or Alaska Native,666,1994,65,150,12.2147553235297,12.2022446301838,12.2272660168757,nation,mean
All,real,All,All,All,All,Middle HTT,United States,All genders,Asian or Pacific Islander,666,1994,25,150,15.8454411037246,15.8271791633548,15.8637030440945,nation,mean
All,real,All,All,All,All,Middle HTT,United States,All genders,Asian or Pacific Islander,666,1994,65,150,14.8109251955128,14.7885703484231,14.8332800426025,nation,mean
All,real,All,All,All,All,Middle HTT,United States,All genders,Black American,666,1994,25,150,16.459313199806,16.450870914355,16.467755485257,nation,mean
All,real,All,All,All,All,Middle HTT,United States,All genders,Black American,666,1994,65,150,16.6167658610259,16.6064568825673,16.6270748394844,nation,mean
All,real,All,All,All,All,Middle HTT,United States,All genders,White,666,1994,25,150,14.6995201848256,14.6949629759558,14.7040773936955,nation,mean
All,real,All,All,All,All,Middle HTT,United States,All genders,White,666,1994,65,150,14.6957895072124,14.6905877204931,14.7009912939316,nation,mean
All,real,All,All,All,All,Low HTT,United States,All genders,"All, All Origins",666,1994,25,150,15.0013030194633,14.9975244322372,15.0050816066895,nation,mean
All,real,All,All,All,All,Low HTT,United States,All genders,"All, All Origins",666,1994,65,150,14.9822014424105,14.9779502764673,14.9864526083537,nation,mean
All,real,All,All,All,All,Low HTT,United States,All genders,American Indian or Alaska Native,666,1994,25,150,11.2652961106844,11.2584469270932,11.2721452942756,nation,mean
All,real,All,All,All,All,Low HTT,United States,All genders,American Indian or Alaska Native,666,1994,65,150,11.0572676596363,11.0494306688185,11.0651046504542,nation,mean
All,real,All,All,All,All,Low HTT,United States,All genders,Asian or Pacific Islander,666,1994,25,150,15.357222337421,15.3475326525576,15.3669120222845,nation,mean
All,real,All,All,All,All,Low HTT,United States,All genders,Asian or Pacific Islander,666,1994,65,150,14.4543393303029,14.4390322775154,14.4696463830905,nation,mean
All,real,All,All,All,All,Low HTT,United States,All genders,Black American,666,1994,25,150,16.9992630411269,16.9940814973595,17.0044445848943,nation,mean
All,real,All,All,All,All,Low HTT,United States,All genders,Black American,666,1994,65,150,17.1600612590549,17.1536339785459,17.1664885395639,nation,mean
All,real,All,All,All,All,Low HTT,United States,All genders,White,666,1994,25,150,14.5741628074905,14.5700365621512,14.5782890528297,nation,mean
All,real,All,All,All,All,Low HTT,United States,All genders,White,666,1994,65,150,14.7084432075149,14.7038037627273,14.7130826523024,nation,mean
All,real,All,All,All,All,All,United States,All genders,"All, All Origins",666,1994,25,150,14.8293989655868,14.826832151174,14.8319657799996,nation,mean
All,real,All,All,All,All,All,United States,All genders,"All, All Origins",666,1994,65,150,14.7493923757722,14.7464915131106,14.7522932384339,nation,mean
All,real,All,All,All,All,All,United States,All genders,American Indian or Alaska Native,666,1994,25,150,11.5873623569057,11.5821968238157,11.5925278899957,nation,mean
All,real,All,All,All,All,All,United States,All genders,American Indian or Alaska Native,666,1994,65,150,11.3924132321284,11.3862688464176,11.3985576178391,nation,mean
All,real,All,All,All,All,All,United States,All genders,Asian or Pacific Islander,666,1994,25,150,15.5031772960311,15.4951828333014,15.5111717587608,nation,mean
All,real,All,All,All,All,All,United States,All genders,Asian or Pacific Islander,666,1994,65,150,14.5754959528388,14.5629691189314,14.5880227867462,nation,mean
All,real,All,All,All,All,All,United States,All genders,Black American,666,1994,25,150,16.8401252084492,16.8358982726297,16.8443521442687,nation,mean
All,real,All,All,All,All,All,United States,All genders,Black American,666,1994,65,150,16.9818428544018,16.9765900640387,16.9870956447648,nation,mean
All,real,All,All,All,All,All,United States,All genders,White,666,1994,25,150,14.5400071790751,14.5373334523463,14.5426809058039,nation,mean
All,real,All,All,All,All,All,United States,All genders,White,666,1994,65,150,14.5595331363924,14.5564791166273,14.5625871561575,nation,mean
All,real,All,All,All,All,Unknown,United States,All genders,"All, All Origins",666,1994,25,150,14.5312766854559,14.3808909439975,14.6816624269143,nation,mean
All,real,All,All,All,All,Unknown,United States,All genders,"All, All Origins",666,1994,65,150,14.6995035030217,14.5180084339429,14.8809985721004,nation,mean
All,real,All,All,All,All,Unknown,United States,All genders,American Indian or Alaska Native,666,1994,25,150,14.3099813771643,14.1760295315557,14.4439332227729,nation,mean
All,real,All,All,All,All,Unknown,United States,All genders,American Indian or Alaska Native,666,1994,65,150,14.4062242517075,14.1467638184883,14.6656846849266,nation,mean
All,real,All,All,All,All,Unknown,United States,All genders,Asian or Pacific Islander,666,1994,25,150,15.3631929048587,15.1044893325661,15.6218964771512,nation,mean
All,real,All,All,All,All,Unknown,United States,All genders,Asian or Pacific Islander,666,1994,65,150,16.1424778452214,15.7221477210532,16.5628079693897,nation,mean
All,real,All,All,All,All,Unknown,United States,All genders,Black American,666,1994,25,150,14.2019182308848,13.9178604455725,14.4859760161971,nation,mean
All,real,All,All,All,All,Unknown,United States,All genders,Black American,666,1994,65,150,14.1005354465543,13.7814519840196,14.419618909089,nation,mean
All,real,All,All,All,All,Unknown,United States,All genders,White,666,1994,25,150,14.5321721201603,14.3815495938237,14.6827946464968,nation,mean
All,real,All,All,All,All,Unknown,United States,All genders,White,666,1994,65,150,14.7004804047804,14.5189729864616,14.8819878230992,nation,mean
All,real,All,All,All,Unknown,All,United States,All genders,"All, All Origins",666,1994,25,150,14.5312766854559,14.3808909439975,14.6816624269143,nation,mean
All,real,All,All,All,Unknown,All,United States,All genders,"All, All Origins",666,1994,65,150,14.6995035030217,14.5180084339429,14.8809985721004,nation,mean
All,real,All,All,All,Unknown,All,United States,All genders,American Indian or Alaska Native,666,1994,25,150,14.3099813771643,14.1760295315557,14.4439332227729,nation,mean
All,real,All,All,All,Unknown,All,United States,All genders,American Indian or Alaska Native,666,1994,65,150,14.4062242517075,14.1467638184883,14.6656846849266,nation,mean
All,real,All,All,All,Unknown,All,United States,All genders,Asian or Pacific Islander,666,1994,25,150,15.3631929048587,15.1044893325661,15.6218964771512,nation,mean
All,real,All,All,All,Unknown,All,United States,All genders,Asian or Pacific Islander,666,1994,65,150,16.1424778452214,15.7221477210532,16.5628079693897,nation,mean
All,real,All,All,All,Unknown,All,United States,All genders,Black American,666,1994,25,150,14.2019182308848,13.9178604455725,14.4859760161971,nation,mean
All,real,All,All,All,Unknown,All,United States,All genders,Black American,666,1994,65,150,14.1005354465543,13.7814519840196,14.419618909089,nation,mean
All,real,All,All,All,Unknown,All,United States,All genders,White,666,1994,25,150,14.5321721201603,14.3815495938237,14.6827946464968,nation,mean
All,real,All,All,All,Unknown,All,United States,All genders,White,666,1994,65,150,14.7004804047804,14.5189729864616,14.8819878230992,nation,mean
All,real,All,All,Unknown,All,All,United States,All genders,"All, All Origins",666,1994,25,150,14.5312766854559,14.3808909439975,14.6816624269143,nation,mean
All,real,All,All,Unknown,All,All,United States,All genders,"All, All Origins",666,1994,65,150,14.6995035030217,14.5180084339429,14.8809985721004,nation,mean
All,real,All,All,Unknown,All,All,United States,All genders,American Indian or Alaska Native,666,1994,25,150,14.3099813771643,14.1760295315557,14.4439332227729,nation,mean
All,real,All,All,Unknown,All,All,United States,All genders,American Indian or Alaska Native,666,1994,65,150,14.4062242517075,14.1467638184883,14.6656846849266,nation,mean
All,real,All,All,Unknown,All,All,United States,All genders,Asian or Pacific Islander,666,1994,25,150,15.3631929048587,15.1044893325661,15.6218964771512,nation,mean
All,real,All,All,Unknown,All,All,United States,All genders,Asian or Pacific Islander,666,1994,65,150,16.1424778452214,15.7221477210532,16.5628079693897,nation,mean
All,real,All,All,Unknown,All,All,United States,All genders,Black American,666,1994,25,150,14.2019182308848,13.9178604455725,14.4859760161971,nation,mean
All,real,All,All,Unknown,All,All,United States,All genders,Black American,666,1994,65,150,14.1005354465543,13.7814519840196,14.419618909089,nation,mean
All,real,All,All,Unknown,All,All,United States,All genders,White,666,1994,25,150,14.5321721201603,14.3815495938237,14.6827946464968,nation,mean
All,real,All,All,Unknown,All,All,United States,All genders,White,666,1994,65,150,14.7004804047804,14.5189729864616,14.8819878230992,nation,mean
All,real,All,Unknown,All,All,All,United States,All genders,"All, All Origins",666,1994,25,150,14.5312766854559,14.3808909439975,14.6816624269143,nation,mean
All,real,All,Unknown,All,All,All,United States,All genders,"All, All Origins",666,1994,65,150,14.6995035030217,14.5180084339429,14.8809985721004,nation,mean
All,real,All,Unknown,All,All,All,United States,All genders,American Indian or Alaska Native,666,1994,25,150,14.3099813771643,14.1760295315557,14.4439332227729,nation,mean
All,real,All,Unknown,All,All,All,United States,All genders,American Indian or Alaska Native,666,1994,65,150,14.4062242517075,14.1467638184883,14.6656846849266,nation,mean
All,real,All,Unknown,All,All,All,United States,All genders,Asian or Pacific Islander,666,1994,25,150,15.3631929048587,15.1044893325661,15.6218964771512,nation,mean
All,real,All,Unknown,All,All,All,United States,All genders,Asian or Pacific Islander,666,1994,65,150,16.1424778452214,15.7221477210532,16.5628079693897,nation,mean
All,real,All,Unknown,All,All,All,United States,All genders,Black American,666,1994,25,150,14.2019182308848,13.9178604455725,14.4859760161971,nation,mean
All,real,All,Unknown,All,All,All,United States,All genders,Black American,666,1994,65,150,14.1005354465543,13.7814519840196,14.419618909089,nation,mean
All,real,All,Unknown,All,All,All,United States,All genders,White,666,1994,25,150,14.5321721201603,14.3815495938237,14.6827946464968,nation,mean
All,real,All,Unknown,All,All,All,United States,All genders,White,666,1994,65,150,14.7004804047804,14.5189729864616,14.8819878230992,nation,mean
All,real,Unknown,All,All,All,All,United States,All genders,"All, All Origins",666,1994,25,150,14.5312766854559,14.3808909439975,14.6816624269143,nation,mean
All,real,Unknown,All,All,All,All,United States,All genders,"All, All Origins",666,1994,65,150,14.6995035030217,14.5180084339429,14.8809985721004,nation,mean
All,real,Unknown,All,All,All,All,United States,All genders,American Indian or Alaska Native,666,1994,25,150,14.3099813771643,14.1760295315557,14.4439332227729,nation,mean
All,real,Unknown,All,All,All,All,United States,All genders,American Indian or Alaska Native,666,1994,65,150,14.4062242517075,14.1467638184883,14.6656846849266,nation,mean
All,real,Unknown,All,All,All,All,United States,All genders,Asian or Pacific Islander,666,1994,25,150,15.3631929048587,15.1044893325661,15.6218964771512,nation,mean
All,real,Unknown,All,All,All,All,United States,All genders,Asian or Pacific Islander,666,1994,65,150,16.1424778452214,15.7221477210532,16.5628079693897,nation,mean
All,real,Unknown,All,All,All,All,United States,All genders,Black American,666,1994,25,150,14.2019182308848,13.9178604455725,14.4859760161971,nation,mean
All,real,Unknown,All,All,All,All,United States,All genders,Black American,666,1994,65,150,14.1005354465543,13.7814519840196,14.419618909089,nation,mean
All,real,Unknown,All,All,All,All,United States,All genders,White,666,1994,25,150,14.5321721201603,14.3815495938237,14.6827946464968,nation,mean
All,real,Unknown,All,All,All,All,United States,All genders,White,666,1994,65,150,14.7004804047804,14.5189729864616,14.8819878230992,nation,mean
Large metro,real,All,All,All,All,All,United States,All genders,"All, All Origins",666,1995,25,150,15.297670738734,15.293867324315,15.3014741531531,nation,mean
Large metro,real,All,All,All,All,All,United States,All genders,"All, All Origins",666,1995,65,150,15.3498981595886,15.3455045155333,15.354291803644,nation,mean
Large metro,real,All,All,All,All,All,United States,All genders,American Indian or Alaska Native,666,1995,25,150,14.3842198197631,14.3786914077747,14.3897482317515,nation,mean
Large metro,real,All,All,All,All,All,United States,All genders,American Indian or Alaska Native,666,1995,65,150,14.5720786703998,14.5655793170662,14.5785780237335,nation,mean
Large metro,real,All,All,All,All,All,United States,All genders,Asian or Pacific Islander,666,1995,25,150,16.2652613611501,16.2556359308901,16.2748867914101,nation,mean
Large metro,real,All,All,All,All,All,United States,All genders,Asian or Pacific Islander,666,1995,65,150,16.4790180758984,16.4631161968345,16.4949199549623,nation,mean
Large metro,real,All,All,All,All,All,United States,All genders,Black American,666,1995,25,150,16.7195321814793,16.7143972276748,16.7246671352838,nation,mean
Large metro,real,All,All,All,All,All,United States,All genders,Black American,666,1995,65,150,16.9910941576909,16.9846469763749,16.997541339007,nation,mean
Large metro,real,All,All,All,All,All,United States,All genders,White,666,1995,25,150,14.9604130072504,14.9563164736078,14.9645095408931,nation,mean
Large metro,real,All,All,All,All,All,United States,All genders,White,666,1995,65,150,15.1111624567937,15.106420410957,15.1159045026305,nation,mean
Small-medium metro,real,All,All,All,All,All,United States,All genders,"All, All Origins",666,1995,25,150,13.0665767005173,13.0617645898315,13.0713888112032,nation,mean
Small-medium metro,real,All,All,All,All,All,United States,All genders,"All, All Origins",666,1995,65,150,13.1750351609373,13.169451494438,13.1806188274366,nation,mean
Small-medium metro,real,All,All,All,All,All,United States,All genders,American Indian or Alaska Native,666,1995,25,150,10.6828915523726,10.673045090486,10.6927380142592,nation,mean
Small-medium metro,real,All,All,All,All,All,United States,All genders,American Indian or Alaska Native,666,1995,65,150,10.7169316738041,10.70632065948,10.7275426881282,nation,mean
Small-medium metro,real,All,All,All,All,All,United States,All genders,Asian or Pacific Islander,666,1995,25,150,9.77998993225014,9.77089141100045,9.78908845349982,nation,mean
Small-medium metro,real,All,All,All,All,All,United States,All genders,Asian or Pacific Islander,666,1995,65,150,7.47914242845757,7.46919480389229,7.48909005302286,nation,mean
Small-medium metro,real,All,All,All,All,All,United States,All genders,Black American,666,1995,25,150,15.0557538071048,15.0463672124772,15.0651404017324,nation,mean
Small-medium metro,real,All,All,All,All,All,United States,All genders,Black American,666,1995,65,150,15.2918699950781,15.280036779057,15.3037032110991,nation,mean
Small-medium metro,real,All,All,All,All,All,United States,All genders,White,666,1995,25,150,12.9875449552821,12.9825996875234,12.9924902230407,nation,mean
Small-medium metro,real,All,All,All,All,All,United States,All genders,White,666,1995,65,150,13.1415937250617,13.1357802640327,13.1474071860906,nation,mean
Non metro,real,All,All,All,All,All,United States,All genders,"All, All Origins",666,1995,25,150,11.7872925020551,11.7830011824635,11.7915838216467,nation,mean
Non metro,real,All,All,All,All,All,United States,All genders,"All, All Origins",666,1995,65,150,11.7911405727411,11.7863689664162,11.795912179066,nation,mean
Non metro,real,All,All,All,All,All,United States,All genders,American Indian or Alaska Native,666,1995,25,150,7.99484012214846,7.98527169885949,8.00440854543744,nation,mean
Non metro,real,All,All,All,All,All,United States,All genders,American Indian or Alaska Native,666,1995,65,150,8.21182958708119,8.2011788128174,8.22248036134498,nation,mean
Non metro,real,All,All,All,All,All,United States,All genders,Asian or Pacific Islander,666,1995,25,150,8.06079774020981,8.05292248636065,8.06867299405898,nation,mean
Non metro,real,All,All,All,All,All,United States,All genders,Asian or Pacific Islander,666,1995,65,150,5.80978355770832,5.80326101571532,5.81630609970133,nation,mean
Non metro,real,All,All,All,All,All,United States,All genders,Black American,666,1995,25,150,14.0999385533197,14.0908822109617,14.1089948956776,nation,mean
Non metro,real,All,All,All,All,All,United States,All genders,Black American,666,1995,65,150,14.2006451424611,14.1904969449977,14.2107933399245,nation,mean
Non metro,real,All,All,All,All,All,United States,All genders,White,666,1995,25,150,11.7122406267304,11.7078214198522,11.7166598336086,nation,mean
Non metro,real,All,All,All,All,All,United States,All genders,White,666,1995,65,150,11.7056328518806,11.7007170664405,11.7105486373207,nation,mean
All,real,Resilient SVI,All,All,All,All,United States,All genders,"All, All Origins",666,1995,25,150,13.5811515326622,13.5767156006117,13.5855874647126,nation,mean
All,real,Resilient SVI,All,All,All,All,United States,All genders,"All, All Origins",666,1995,65,150,13.5094027179749,13.5042485511802,13.5145568847695,nation,mean
All,real,Resilient SVI,All,All,All,All,United States,All genders,American Indian or Alaska Native,666,1995,25,150,12.0046539629397,11.9962318562595,12.0130760696198,nation,mean
All,real,Resilient SVI,All,All,All,All,United States,All genders,American Indian or Alaska Native,666,1995,65,150,11.9355286978353,11.9239689806786,11.947088414992,nation,mean
All,real,Resilient SVI,All,All,All,All,United States,All genders,Asian or Pacific Islander,666,1995,25,150,14.1756065000559,14.1602096836053,14.1910033165065,nation,mean
All,real,Resilient SVI,All,All,All,All,United States,All genders,Asian or Pacific Islander,666,1995,65,150,13.9415290825007,13.9205849723251,13.9624731926763,nation,mean
All,real,Resilient SVI,All,All,All,All,United States,All genders,Black American,666,1995,25,150,15.5916167679669,15.5820061356732,15.6012274002607,nation,mean
All,real,Resilient SVI,All,All,All,All,United States,All genders,Black American,666,1995,65,150,15.6185884775174,15.6054413018102,15.6317356532245,nation,mean
All,real,Resilient SVI,All,All,All,All,United States,All genders,White,666,1995,25,150,13.474991611983,13.4705765366548,13.4794066873112,nation,mean
All,real,Resilient SVI,All,All,All,All,United States,All genders,White,666,1995,65,150,13.449079923814,13.4438869562205,13.4542728914076,nation,mean
All,real,Moderate SVI,All,All,All,All,United States,All genders,"All, All Origins",666,1995,25,150,13.754675646118,13.7503212307777,13.7590300614584,nation,mean
All,real,Moderate SVI,All,All,All,All,United States,All genders,"All, All Origins",666,1995,65,150,13.7239337785567,13.7189948842326,13.7288726728807,nation,mean
All,real,Moderate SVI,All,All,All,All,United States,All genders,American Indian or Alaska Native,666,1995,25,150,11.2560955161908,11.2474762290283,11.2647148033533,nation,mean
All,real,Moderate SVI,All,All,All,All,United States,All genders,American Indian or Alaska Native,666,1995,65,150,11.2201369744632,11.2091903836073,11.2310835653191,nation,mean
All,real,Moderate SVI,All,All,All,All,United States,All genders,Asian or Pacific Islander,666,1995,25,150,12.3636482484867,12.3487782925092,12.3785182044641,nation,mean
All,real,Moderate SVI,All,All,All,All,United States,All genders,Asian or Pacific Islander,666,1995,65,150,10.3397985162609,10.3144001703398,10.3651968621821,nation,mean
All,real,Moderate SVI,All,All,All,All,United States,All genders,Black American,666,1995,25,150,15.8308216895795,15.8230146471391,15.8386287320199,nation,mean
All,real,Moderate SVI,All,All,All,All,United States,All genders,Black American,666,1995,65,150,16.0573496320223,16.0472908962824,16.0674083677623,nation,mean
All,real,Moderate SVI,All,All,All,All,United States,All genders,White,666,1995,25,150,13.6141404836524,13.6096811547344,13.6185998125704,nation,mean
All,real,Moderate SVI,All,All,All,All,United States,All genders,White,666,1995,65,150,13.6628145991963,13.6577239216906,13.667905276702,nation,mean
All,real,Vulnerable SVI,All,All,All,All,United States,All genders,"All, All Origins",666,1995,25,150,14.7397347178297,14.7351620826561,14.7443073530034,nation,mean
All,real,Vulnerable SVI,All,All,All,All,United States,All genders,"All, All Origins",666,1995,65,150,14.628106247944,14.6231084628132,14.6331040330747,nation,mean
All,real,Vulnerable SVI,All,All,All,All,United States,All genders,American Indian or Alaska Native,666,1995,25,150,10.5505276200471,10.5432803811371,10.557774858957,nation,mean
All,real,Vulnerable SVI,All,All,All,All,United States,All genders,American Indian or Alaska Native,666,1995,65,150,10.2972307652167,10.2893457503525,10.3051157800808,nation,mean
All,real,Vulnerable SVI,All,All,All,All,United States,All genders,Asian or Pacific Islander,666,1995,25,150,16.8128407879201,16.8024987531193,16.8231828227209,nation,mean
All,real,Vulnerable SVI,All,All,All,All,United States,All genders,Asian or Pacific Islander,666,1995,65,150,16.9265720414081,16.9145311621135,16.9386129207026,nation,mean
All,real,Vulnerable SVI,All,All,All,All,United States,All genders,Black American,666,1995,25,150,16.2312522718727,16.225769176936,16.2367353668095,nation,mean
All,real,Vulnerable SVI,All,All,All,All,United States,All genders,Black American,666,1995,65,150,16.3289784562665,16.3225410641178,16.3354158484153,nation,mean
All,real,Vulnerable SVI,All,All,All,All,United States,All genders,White,666,1995,25,150,14.2552453731491,14.2500566908081,14.26043405549,nation,mean
All,real,Vulnerable SVI,All,All,All,All,United States,All genders,White,666,1995,65,150,14.2716399713535,14.2659850523506,14.2772948903564,nation,mean
All,real,All,High SES,All,All,All,United States,All genders,"All, All Origins",666,1995,25,150,13.7749598086293,13.7712158092659,13.7787038079927,nation,mean
All,real,All,High SES,All,All,All,United States,All genders,"All, All Origins",666,1995,65,150,13.7477581684566,13.7433563901793,13.7521599467339,nation,mean
All,real,All,High SES,All,All,All,United States,All genders,American Indian or Alaska Native,666,1995,25,150,11.8803307503233,11.8738804907082,11.8867810099384,nation,mean
All,real,All,High SES,All,All,All,United States,All genders,American Indian or Alaska Native,666,1995,65,150,11.8869001583035,11.8786834602872,11.8951168563198,nation,mean
All,real,All,High SES,All,All,All,United States,All genders,Asian or Pacific Islander,666,1995,25,150,13.0321438624009,13.0205588120251,13.0437289127767,nation,mean
All,real,All,High SES,All,All,All,United States,All genders,Asian or Pacific Islander,666,1995,65,150,11.3767924498708,11.3572798090676,11.396305090674,nation,mean
All,real,All,High SES,All,All,All,United States,All genders,Black American,666,1995,25,150,15.6511598301533,15.6438473419051,15.6584723184014,nation,mean
All,real,All,High SES,All,All,All,United States,All genders,Black American,666,1995,65,150,15.7914132811809,15.781219017465,15.8016075448967,nation,mean
All,real,All,High SES,All,All,All,United States,All genders,White,666,1995,25,150,13.6662493729317,13.6624686028156,13.6700301430478,nation,mean
All,real,All,High SES,All,All,All,United States,All genders,White,666,1995,65,150,13.7148220074478,13.7103279035286,13.7193161113669,nation,mean
All,real,All,Middle SES,All,All,All,United States,All genders,"All, All Origins",666,1995,25,150,14.0884520262208,14.0839421714973,14.0929618809443,nation,mean
All,real,All,Middle SES,All,All,All,United States,All genders,"All, All Origins",666,1995,65,150,13.9977958188718,13.9927240644563,14.0028675732874,nation,mean
All,real,All,Middle SES,All,All,All,United States,All genders,American Indian or Alaska Native,666,1995,25,150,11.3213625144222,11.3122948421931,11.3304301866514,nation,mean
All,real,All,Middle SES,All,All,All,United States,All genders,American Indian or Alaska Native,666,1995,65,150,11.1646430825901,11.1550498023083,11.1742363628718,nation,mean
All,real,All,Middle SES,All,All,All,United States,All genders,Asian or Pacific Islander,666,1995,25,150,14.9963391824636,14.985082520248,15.0075958446792,nation,mean
All,real,All,Middle SES,All,All,All,United States,All genders,Asian or Pacific Islander,666,1995,65,150,14.5708204771969,14.5544332503239,14.5872077040699,nation,mean
